,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,2,102,3,3,0
Light_XM,0,5,103,2,0
Sensor,1,10,5,93,0
Socket,0,0,0,0,110
