,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,716,23,27,31,0
Light_T1,11,535,189,55,0
Light_XM,4,142,588,55,0
Sensor,9,126,144,525,0
Socket,0,0,0,0,801
