,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,118,0,0,2,0
Light_T1,0,62,39,17,0
Light_XM,1,40,48,29,0
Sensor,0,32,36,54,0
Socket,0,0,0,0,118
