,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,302,0,19,38,3
Light_T1,4,132,100,127,0
Light_XM,4,44,229,88,0
Sensor,1,53,23,286,0
Socket,0,0,0,0,363
