,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,341,16,0,5,0
Light_T1,0,355,0,8,0
Light_XM,1,233,127,4,0
Sensor,0,8,39,316,0
Socket,0,0,0,0,363
