,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,379,0,0,11,0
Light_T1,270,8,6,81,0
Light_XM,132,6,167,63,0
Sensor,71,1,9,281,0
Socket,5,0,0,0,363
