,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,338,0,41,19,0
Light_T1,1,3,356,36,0
Light_XM,0,0,378,16,0
Sensor,0,1,164,234,0
Socket,0,0,0,0,406
