,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,336,35,2,17,0
Light_T1,0,277,13,75,0
Light_XM,0,300,5,63,0
Sensor,2,46,3,311,0
Socket,0,0,0,0,368
