,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,686,27,36,47,1
Light_T1,6,436,298,50,0
Light_XM,1,206,554,28,0
Sensor,11,197,359,237,0
Socket,0,0,0,0,801
