,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,107,3,0,7,0
Light_T1,0,72,26,12,0
Light_XM,0,0,106,4,0
Sensor,0,5,11,93,0
Socket,0,0,0,0,110
