,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,1,1,14,0
Light_T1,0,316,35,45,0
Light_XM,1,59,260,74,0
Sensor,0,24,15,360,0
Socket,0,0,0,0,406
