filter_mode,task,task_type,scenario,train_rounds,test_rounds,train_samples,test_samples,feature_set,model,feature_count,parameter_count,accuracy,precision,recall,macro_f1,per_class_f1,confusion_matrix,source,seed
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_v3,94,1012154,0.9226618705035972,0.922960007599506,0.921584653878232,0.9215963952529826,"{'Camera': 0.9831932773109243, 'Light_T1': 0.8672566371681416, 'Light_XM': 0.8899521531100478, 'Sensor': 0.867579908675799, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [1, 98, 3, 8, 0], [1, 9, 93, 7, 0], [2, 9, 3, 95, 0], [0, 0, 0, 0, 110]]",preserved_baseline,43
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_v5,94,1225296,0.908273381294964,0.9149073232478128,0.9068056713928272,0.9066648405666914,"{'Camera': 0.9915254237288136, 'Light_T1': 0.8421052631578947, 'Light_XM': 0.8773584905660378, 'Sensor': 0.8223350253807107, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [0, 104, 3, 3, 0], [1, 12, 93, 4, 0], [1, 21, 6, 81, 0], [0, 0, 0, 0, 110]]",preserved_baseline,43
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_inception,94,763092,0.9154676258992804,0.9162829594647774,0.9142452043369472,0.9145209620565112,"{'Camera': 0.9915254237288136, 'Light_T1': 0.8398268398268398, 'Light_XM': 0.8867924528301887, 'Sensor': 0.8544600938967136, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [1, 97, 4, 8, 0], [0, 11, 94, 5, 0], [1, 13, 4, 91, 0], [0, 0, 0, 0, 110]]",strict_split_trained,43
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_tcn,94,814854,0.9298561151079136,0.9311870723631952,0.9287406171809842,0.9284492112611592,"{'Camera': 0.975, 'Light_T1': 0.8831168831168831, 'Light_XM': 0.9216589861751152, 'Sensor': 0.8669950738916257, 'Socket': 0.995475113122172}","[[117, 0, 0, 0, 0], [2, 102, 3, 3, 0], [0, 6, 100, 3, 1], [4, 13, 4, 88, 0], [0, 0, 0, 0, 110]]",strict_split_trained,43
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_convnext,94,1079570,0.920863309352518,0.9223934374376852,0.9199086133031088,0.9204000615088356,"{'Camera': 0.9914529914529915, 'Light_T1': 0.8430493273542601, 'Light_XM': 0.9090909090909091, 'Sensor': 0.8584070796460177, 'Socket': 1.0}","[[116, 0, 0, 1, 0], [0, 94, 3, 13, 0], [0, 9, 95, 6, 0], [1, 10, 1, 97, 0], [0, 0, 0, 0, 110]]",strict_split_trained,43
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_v3,94,1012154,0.7204533189422558,0.7327638320357861,0.7184863170633361,0.6743508688941646,"{'Camera': 0.9574468085106383, 'Light_T1': 0.5610687022900763, 'Light_XM': 0.08478802992518704, 'Sensor': 0.7738562091503268, 'Socket': 0.9945945945945946}","[[360, 19, 0, 10, 1], [1, 294, 15, 53, 2], [0, 307, 17, 44, 0], [1, 63, 1, 296, 1], [0, 0, 0, 0, 368]]",preserved_baseline,43
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_v5,94,1225296,0.7112790070156503,0.6475707976235858,0.7090118210242083,0.6548808369634594,"{'Camera': 0.968421052631579, 'Light_T1': 0.54, 'Light_XM': 0.015463917525773196, 'Sensor': 0.7545787545787546, 'Socket': 0.9959404600811907}","[[368, 11, 0, 11, 0], [1, 270, 17, 77, 0], [0, 305, 3, 60, 0], [1, 49, 0, 309, 3], [0, 0, 0, 0, 368]]",preserved_baseline,43
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_inception,94,763092,0.6999460334592552,0.6599657526420678,0.6986291099497379,0.6482809154288406,"{'Camera': 0.9230769230769231, 'Light_T1': 0.541544477028348, 'Light_XM': 0.02557544757033248, 'Sensor': 0.751207729468599, 'Socket': 1.0}","[[336, 35, 2, 17, 0], [0, 277, 13, 75, 0], [0, 300, 5, 63, 0], [2, 46, 3, 311, 0], [0, 0, 0, 0, 368]]",strict_split_trained,43
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_tcn,94,814854,0.7204533189422558,0.6709132055301881,0.7181867609355032,0.6680166852696566,"{'Camera': 0.9725490196078431, 'Light_T1': 0.5481927710843374, 'Light_XM': 0.039603960396039604, 'Sensor': 0.7810945273631841, 'Socket': 0.9986431478968792}","[[372, 8, 0, 10, 0], [1, 273, 28, 62, 1], [0, 304, 8, 56, 0], [2, 46, 0, 314, 0], [0, 0, 0, 0, 368]]",strict_split_trained,43
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_convnext,94,1079570,0.7069616837560713,0.6653294432088329,0.7048596022666438,0.6579265883076075,"{'Camera': 0.9561752988047809, 'Light_T1': 0.5300970873786408, 'Light_XM': 0.034912718204488775, 'Sensor': 0.7684478371501272, 'Socket': 1.0}","[[360, 12, 0, 18, 0], [1, 273, 25, 66, 0], [0, 323, 7, 38, 0], [2, 57, 1, 302, 0], [0, 0, 0, 0, 368]]",strict_split_trained,43
raw_all,loro_R2_R4_to_R3,fixed_split,OOD_LORO,"['R2', 'R4']",['R3'],3669,1837,all_features,cnn1d_v3,94,1012154,0.5677735438214481,0.4605992439890368,0.5638080375737455,0.4948910187629904,"{'Camera': 0.8676470588235294, 'Light_T1': 0.04371584699453552, 'Light_XM': 0.5541284403669725, 'Sensor': 0.016985138004246284, 'Socket': 0.9919786096256684}","[[354, 1, 10, 0, 0], [1, 12, 247, 103, 0], [38, 29, 302, 0, 0], [53, 144, 162, 4, 1], [5, 0, 0, 0, 371]]",preserved_baseline,43
raw_all,loro_R2_R4_to_R3,fixed_split,OOD_LORO,"['R2', 'R4']",['R3'],3669,1837,all_features,cnn1d_v5,94,1225296,0.5362003266194882,0.4405445368803119,0.5326114527194383,0.474508184541561,"{'Camera': 0.8104426787741204, 'Light_T1': 0.09076175040518639, 'Light_XM': 0.4887063655030801, 'Sensor': 0.004310344827586207, 'Socket': 0.978319783197832}","[[357, 4, 4, 0, 0], [1, 28, 235, 99, 0], [61, 70, 238, 0, 0], [84, 150, 128, 1, 1], [13, 2, 0, 0, 361]]",preserved_baseline,43
raw_all,loro_R2_R4_to_R3,fixed_split,OOD_LORO,"['R2', 'R4']",['R3'],3669,1837,all_features,cnn1d_inception,94,763092,0.5519869352204682,0.4618335628565807,0.5480439520858074,0.4927655885430212,"{'Camera': 0.872366790582404, 'Light_T1': 0.040880503144654086, 'Light_XM': 0.5291214215202369, 'Sensor': 0.02145922746781116, 'Socket': 1.0}","[[352, 11, 2, 0, 0], [1, 13, 253, 96, 0], [40, 60, 268, 1, 0], [49, 189, 121, 5, 0], [0, 0, 0, 0, 376]]",strict_split_trained,43
raw_all,loro_R2_R4_to_R3,fixed_split,OOD_LORO,"['R2', 'R4']",['R3'],3669,1837,all_features,cnn1d_tcn,94,814854,0.5204137180185084,0.4321607527241092,0.5166413975064366,0.4656820015634775,"{'Camera': 0.8154020385050963, 'Light_T1': 0.035036496350364967, 'Light_XM': 0.4665911664779162, 'Sensor': 0.012711864406779662, 'Socket': 0.9986684420772304}","[[360, 5, 0, 0, 0], [0, 12, 246, 105, 0], [80, 83, 206, 0, 0], [78, 221, 62, 3, 0], [0, 1, 0, 0, 375]]",strict_split_trained,43
raw_all,loro_R2_R4_to_R3,fixed_split,OOD_LORO,"['R2', 'R4']",['R3'],3669,1837,all_features,cnn1d_convnext,94,1079570,0.5318454001088732,0.4698311747547397,0.5280569789466305,0.4902550339056873,"{'Camera': 0.8857868020304569, 'Light_T1': 0.05486968449931413, 'Light_XM': 0.47761194029850745, 'Sensor': 0.034334763948497854, 'Socket': 0.99867197875166}","[[349, 12, 4, 0, 0], [1, 20, 248, 94, 0], [40, 105, 224, 0, 0], [33, 229, 93, 8, 1], [0, 0, 0, 0, 376]]",strict_split_trained,43
raw_all,loro_R3_R4_to_R2,fixed_split,OOD_LORO,"['R3', 'R4']",['R2'],3690,1816,all_features,cnn1d_v3,94,1012154,0.6745594713656388,0.7163493304905196,0.6745593527036046,0.6773361107428025,"{'Camera': 0.7202797202797203, 'Light_T1': 0.48297213622291024, 'Light_XM': 0.5880829015544041, 'Sensor': 0.5967213114754099, 'Socket': 0.9986244841815681}","[[206, 0, 75, 80, 1], [2, 156, 79, 126, 0], [2, 63, 227, 73, 0], [0, 64, 26, 273, 0], [0, 0, 0, 0, 363]]",preserved_baseline,43
raw_all,loro_R3_R4_to_R2,fixed_split,OOD_LORO,"['R3', 'R4']",['R2'],3690,1816,all_features,cnn1d_v5,94,1225296,0.7224669603524229,0.7374293009324638,0.7226333110871066,0.7191467333591592,"{'Camera': 0.8974739970282318, 'Light_T1': 0.44594594594594594, 'Light_XM': 0.6222826086956522, 'Sensor': 0.6341463414634146, 'Socket': 0.9958847736625515}","[[302, 0, 19, 38, 3], [4, 132, 100, 127, 0], [4, 44, 229, 88, 0], [1, 53, 23, 286, 0], [0, 0, 0, 0, 363]]",preserved_baseline,43
raw_all,loro_R3_R4_to_R2,fixed_split,OOD_LORO,"['R3', 'R4']",['R2'],3690,1816,all_features,cnn1d_inception,94,763092,0.6784140969162996,0.7084535519267458,0.6785977913479065,0.6859630534644421,"{'Camera': 0.8143322475570033, 'Light_T1': 0.5371120107962213, 'Light_XM': 0.5338983050847458, 'Sensor': 0.5513126491646778, 'Socket': 0.9931600547195623}","[[250, 0, 47, 60, 5], [1, 199, 71, 92, 0], [1, 83, 189, 92, 0], [0, 96, 36, 231, 0], [0, 0, 0, 0, 363]]",strict_split_trained,43
raw_all,loro_R3_R4_to_R2,fixed_split,OOD_LORO,"['R3', 'R4']",['R2'],3690,1816,all_features,cnn1d_tcn,94,814854,0.7147577092511013,0.7259144027690209,0.7148895976268468,0.7120677489599401,"{'Camera': 0.8982035928143712, 'Light_T1': 0.4492512479201331, 'Light_XM': 0.6094750320102432, 'Sensor': 0.6223277909738717, 'Socket': 0.981081081081081}","[[300, 0, 10, 38, 14], [2, 135, 123, 103, 0], [2, 49, 238, 76, 0], [2, 54, 45, 262, 0], [0, 0, 0, 0, 363]]",strict_split_trained,43
raw_all,loro_R3_R4_to_R2,fixed_split,OOD_LORO,"['R3', 'R4']",['R2'],3690,1816,all_features,cnn1d_convnext,94,1079570,0.677863436123348,0.6977937221768729,0.6779446821614659,0.6775293496446698,"{'Camera': 0.888208269525268, 'Light_T1': 0.3531409168081494, 'Light_XM': 0.6411609498680739, 'Sensor': 0.5133333333333333, 'Socket': 0.9918032786885246}","[[290, 0, 19, 47, 6], [0, 104, 100, 159, 0], [1, 21, 243, 100, 0], [0, 101, 31, 231, 0], [0, 0, 0, 0, 363]]",strict_split_trained,43
raw_all,position_R2_R3_R4_to_R5,fixed_split,OOD_Position,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,cnn1d_v3,94,1012154,0.3992290748898678,0.4892131480236371,0.3995921288805019,0.4346823206107409,"{'Camera': 0.7445742904841403, 'Light_T1': 0.0021482277121374865, 'Light_XM': 0.10880829015544041, 'Sensor': 0.31788079470198677, 'Socket': 1.0}","[[223, 0, 108, 32, 0], [3, 1, 249, 112, 0], [3, 316, 42, 2, 0], [7, 249, 10, 96, 0], [0, 0, 0, 0, 363]]",preserved_baseline,43
raw_all,position_R2_R3_R4_to_R5,fixed_split,OOD_Position,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,cnn1d_v5,94,1225296,0.4019823788546255,0.5160021288008314,0.4023332267932971,0.441194274834768,"{'Camera': 0.7529021558872305, 'Light_T1': 0.0, 'Light_XM': 0.12925969447708577, 'Sensor': 0.3238095238095238, 'Socket': 1.0}","[[227, 0, 114, 22, 0], [5, 0, 306, 54, 0], [1, 305, 55, 2, 0], [7, 257, 13, 85, 0], [0, 0, 0, 0, 363]]",preserved_baseline,43
raw_all,position_R2_R3_R4_to_R5,fixed_split,OOD_Position,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,cnn1d_inception,94,763092,0.4922907488986784,0.581433176148592,0.492750761573615,0.5174864103299368,"{'Camera': 0.7921440261865794, 'Light_T1': 0.00517464424320828, 'Light_XM': 0.32885211995863495, 'Sensor': 0.46126126126126127, 'Socket': 1.0}","[[242, 1, 105, 15, 0], [3, 2, 319, 41, 0], [1, 194, 159, 9, 0], [2, 211, 21, 128, 0], [0, 0, 0, 0, 363]]",strict_split_trained,43
raw_all,position_R2_R3_R4_to_R5,fixed_split,OOD_Position,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,cnn1d_tcn,94,814854,0.4647577092511013,0.5440375440734669,0.4652816461957597,0.4950077640566433,"{'Camera': 0.752542372881356, 'Light_T1': 0.0, 'Light_XM': 0.20024125452352232, 'Sensor': 0.5222551928783383, 'Socket': 1.0}","[[222, 0, 110, 31, 0], [3, 0, 263, 99, 0], [0, 274, 83, 6, 0], [2, 174, 10, 176, 0], [0, 0, 0, 0, 363]]",strict_split_trained,43
raw_all,position_R2_R3_R4_to_R5,fixed_split,OOD_Position,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,cnn1d_convnext,94,1079570,0.4229074889867841,0.5100380048499433,0.4232654750445081,0.4570009248615441,"{'Camera': 0.8044871794871795, 'Light_T1': 0.015283842794759825, 'Light_XM': 0.13350125944584382, 'Sensor': 0.3344947735191638, 'Socket': 0.9972375690607734}","[[251, 0, 86, 26, 0], [3, 7, 269, 86, 0], [2, 304, 53, 4, 0], [5, 240, 21, 96, 0], [0, 0, 2, 0, 361]]",strict_split_trained,43
raw_all,jitter_R2_R3_R4_to_R6_R7,fixed_split,OOD_Jitter,"['R2', 'R3', 'R4']","['R6', 'R7']",5506,3981,all_features,cnn1d_v3,94,1012154,0.6498367244410952,0.7149605561409207,0.6496925766487549,0.6480796704039956,"{'Camera': 0.8784258608573436, 'Light_T1': 0.3836734693877551, 'Light_XM': 0.5166261151662611, 'Sensor': 0.46725949878738887, 'Socket': 0.994413407821229}","[[625, 5, 89, 69, 9], [1, 235, 509, 45, 0], [0, 122, 637, 30, 0], [0, 73, 442, 289, 0], [0, 0, 0, 0, 801]]",preserved_baseline,43
raw_all,jitter_R2_R3_R4_to_R6_R7,fixed_split,OOD_Jitter,"['R2', 'R3', 'R4']","['R6', 'R7']",5506,3981,all_features,cnn1d_v5,94,1225296,0.6510926902788244,0.712041412447108,0.6510088823713845,0.6486731926391436,"{'Camera': 0.8870292887029289, 'Light_T1': 0.39203187250996013, 'Light_XM': 0.5206375153248877, 'Sensor': 0.44553644553644556, 'Socket': 0.9981308411214953}","[[636, 11, 76, 71, 3], [1, 246, 497, 46, 0], [0, 124, 637, 28, 0], [0, 84, 448, 272, 0], [0, 0, 0, 0, 801]]",preserved_baseline,43
raw_all,jitter_R2_R3_R4_to_R6_R7,fixed_split,OOD_Jitter,"['R2', 'R3', 'R4']","['R6', 'R7']",5506,3981,all_features,cnn1d_inception,94,763092,0.6935443355940718,0.734921945935429,0.6930575225878012,0.6908299627561694,"{'Camera': 0.8847222222222222, 'Light_T1': 0.3996669442131557, 'Light_XM': 0.5726989773232548, 'Sensor': 0.5976855003403676, 'Socket': 0.9993761696818465}","[[637, 21, 52, 86, 1], [4, 240, 460, 86, 0], [0, 91, 644, 54, 0], [2, 59, 304, 439, 0], [0, 0, 0, 0, 801]]",strict_split_trained,43
raw_all,jitter_R2_R3_R4_to_R6_R7,fixed_split,OOD_Jitter,"['R2', 'R3', 'R4']","['R6', 'R7']",5506,3981,all_features,cnn1d_tcn,94,814854,0.6691785983421251,0.7117098235172673,0.6689696854930839,0.6655441674403104,"{'Camera': 0.9100817438692098, 'Light_T1': 0.3961661341853035, 'Light_XM': 0.5434969853574505, 'Sensor': 0.4817073170731707, 'Socket': 0.996268656716418}","[[668, 9, 26, 89, 5], [2, 248, 476, 64, 0], [1, 117, 631, 39, 1], [0, 88, 400, 316, 0], [0, 0, 0, 0, 801]]",strict_split_trained,43
raw_all,jitter_R2_R3_R4_to_R6_R7,fixed_split,OOD_Jitter,"['R2', 'R3', 'R4']","['R6', 'R7']",5506,3981,all_features,cnn1d_convnext,94,1079570,0.5697061039939714,0.667377358232549,0.5698667012685017,0.5615470263029241,"{'Camera': 0.6928104575163399, 'Light_T1': 0.3047619047619048, 'Light_XM': 0.4841040462427746, 'Sensor': 0.32730560578661844, 'Socket': 0.9987531172069826}","[[424, 38, 265, 68, 2], [3, 192, 563, 32, 0], [0, 98, 670, 21, 0], [0, 142, 481, 181, 0], [0, 0, 0, 0, 801]]",strict_split_trained,43
raw_all,single_round_R2,single_round,IID,['R2'],['R2'],1271,545,all_features,cnn1d_v3,94,1012154,0.9211009174311928,0.9204056865464632,0.9211009174311926,0.9205583539656792,"{'Camera': 1.0, 'Light_T1': 0.8018867924528302, 'Light_XM': 0.8144796380090498, 'Sensor': 0.9864253393665159, 'Socket': 1.0}","[[109, 0, 0, 0, 0], [0, 85, 22, 2, 0], [0, 18, 90, 1, 0], [0, 0, 0, 109, 0], [0, 0, 0, 0, 109]]",preserved_baseline,44
raw_all,single_round_R2,single_round,IID,['R2'],['R2'],1271,545,all_features,cnn1d_v5,94,1225296,0.9027522935779816,0.9032640424590888,0.9027522935779816,0.9018818414557764,"{'Camera': 0.9953917050691244, 'Light_T1': 0.7807017543859649, 'Light_XM': 0.7647058823529411, 'Sensor': 0.968609865470852, 'Socket': 1.0}","[[108, 0, 1, 0, 0], [0, 89, 16, 4, 0], [0, 29, 78, 2, 0], [0, 1, 0, 108, 0], [0, 0, 0, 0, 109]]",preserved_baseline,44
raw_all,single_round_R2,single_round,IID,['R2'],['R2'],1271,545,all_features,cnn1d_inception,94,763092,0.9119266055045872,0.9158164173789174,0.9119266055045872,0.9115725757840906,"{'Camera': 1.0, 'Light_T1': 0.8016877637130801, 'Light_XM': 0.77, 'Sensor': 0.9861751152073732, 'Socket': 1.0}","[[109, 0, 0, 0, 0], [0, 95, 14, 0, 0], [0, 31, 77, 1, 0], [0, 2, 0, 107, 0], [0, 0, 0, 0, 109]]",strict_split_trained,44
raw_all,single_round_R2,single_round,IID,['R2'],['R2'],1271,545,all_features,cnn1d_tcn,94,814854,0.9119266055045872,0.9106359172574684,0.9119266055045872,0.9110273241494432,"{'Camera': 0.9954337899543378, 'Light_T1': 0.7867298578199052, 'Light_XM': 0.8, 'Sensor': 0.972972972972973, 'Socket': 1.0}","[[109, 0, 0, 0, 0], [0, 83, 23, 3, 0], [1, 18, 88, 2, 0], [0, 1, 0, 108, 0], [0, 0, 0, 0, 109]]",strict_split_trained,44
raw_all,single_round_R2,single_round,IID,['R2'],['R2'],1271,545,all_features,cnn1d_convnext,94,1079570,0.8990825688073395,0.9020396904210212,0.8990825688073395,0.8990034054195652,"{'Camera': 1.0, 'Light_T1': 0.7352941176470589, 'Light_XM': 0.7829787234042553, 'Sensor': 0.9767441860465116, 'Socket': 1.0}","[[109, 0, 0, 0, 0], [0, 75, 34, 0, 0], [0, 16, 92, 1, 0], [0, 4, 0, 105, 0], [0, 0, 0, 0, 109]]",strict_split_trained,44
raw_all,single_round_R3,single_round,IID,['R3'],['R3'],1285,552,all_features,cnn1d_v3,94,1012154,0.9510869565217392,0.951026026026026,0.950938544883499,0.95088309281199,"{'Camera': 0.981651376146789, 'Light_T1': 0.990909090909091, 'Light_XM': 0.8949771689497716, 'Sensor': 0.8868778280542986, 'Socket': 1.0}","[[107, 0, 0, 3, 0], [0, 109, 0, 0, 0], [1, 1, 98, 11, 0], [0, 1, 10, 98, 0], [0, 0, 0, 0, 113]]",preserved_baseline,44
raw_all,single_round_R3,single_round,IID,['R3'],['R3'],1285,552,all_features,cnn1d_v5,94,1225296,0.9510869565217392,0.9519980663873672,0.9509716054670182,0.9512166744176216,"{'Camera': 0.9861751152073732, 'Light_T1': 1.0, 'Light_XM': 0.8899082568807339, 'Sensor': 0.88, 'Socket': 1.0}","[[107, 0, 0, 3, 0], [0, 109, 0, 0, 0], [0, 0, 97, 14, 0], [0, 0, 10, 99, 0], [0, 0, 0, 0, 113]]",preserved_baseline,44
raw_all,single_round_R3,single_round,IID,['R3'],['R3'],1285,552,all_features,cnn1d_inception,94,763092,0.9293478260869564,0.9363894053795996,0.928622651007972,0.9275174027427348,"{'Camera': 0.9861751152073732, 'Light_T1': 0.9864253393665159, 'Light_XM': 0.8629032258064516, 'Sensor': 0.8020833333333334, 'Socket': 1.0}","[[107, 1, 0, 2, 0], [0, 109, 0, 0, 0], [0, 0, 107, 4, 0], [0, 2, 30, 77, 0], [0, 0, 0, 0, 113]]",strict_split_trained,44
raw_all,single_round_R3,single_round,IID,['R3'],['R3'],1285,552,all_features,cnn1d_tcn,94,814854,0.9492753623188406,0.9490585960081374,0.9490539413475194,0.9490407146730652,"{'Camera': 0.9863013698630136, 'Light_T1': 0.9954337899543378, 'Light_XM': 0.8878923766816144, 'Sensor': 0.8755760368663594, 'Socket': 1.0}","[[108, 0, 0, 2, 0], [0, 109, 0, 0, 0], [1, 0, 99, 11, 0], [0, 1, 13, 95, 0], [0, 0, 0, 0, 113]]",strict_split_trained,44
raw_all,single_round_R3,single_round,IID,['R3'],['R3'],1285,552,all_features,cnn1d_convnext,94,1079570,0.9347826086956522,0.9384100139419288,0.9343232610927668,0.9343356612441156,"{'Camera': 0.981651376146789, 'Light_T1': 1.0, 'Light_XM': 0.8713692946058091, 'Sensor': 0.8275862068965517, 'Socket': 0.9910714285714286}","[[107, 0, 0, 3, 0], [0, 109, 0, 0, 0], [1, 0, 105, 5, 0], [0, 0, 25, 84, 0], [0, 0, 0, 2, 111]]",strict_split_trained,44
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_v3,94,1012154,0.9226618705035972,0.922960007599506,0.921584653878232,0.9215963952529826,"{'Camera': 0.9831932773109243, 'Light_T1': 0.8672566371681416, 'Light_XM': 0.8899521531100478, 'Sensor': 0.867579908675799, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [1, 98, 3, 8, 0], [1, 9, 93, 7, 0], [2, 9, 3, 95, 0], [0, 0, 0, 0, 110]]",preserved_baseline,44
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_v5,94,1225296,0.908273381294964,0.9149073232478128,0.9068056713928272,0.9066648405666914,"{'Camera': 0.9915254237288136, 'Light_T1': 0.8421052631578947, 'Light_XM': 0.8773584905660378, 'Sensor': 0.8223350253807107, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [0, 104, 3, 3, 0], [1, 12, 93, 4, 0], [1, 21, 6, 81, 0], [0, 0, 0, 0, 110]]",preserved_baseline,44
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_inception,94,763092,0.8974820143884892,0.9029535849233638,0.8960133444537114,0.8952697773165976,"{'Camera': 0.9915254237288136, 'Light_T1': 0.8512396694214877, 'Light_XM': 0.8307692307692308, 'Sensor': 0.8073394495412844, 'Socket': 0.995475113122172}","[[117, 0, 0, 0, 0], [0, 103, 1, 6, 0], [0, 14, 81, 15, 0], [2, 15, 3, 88, 1], [0, 0, 0, 0, 110]]",strict_split_trained,44
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_tcn,94,814854,0.9298561151079136,0.930456472565522,0.9287572977481234,0.9285104142035958,"{'Camera': 0.9831932773109243, 'Light_T1': 0.8869565217391304, 'Light_XM': 0.9041095890410958, 'Sensor': 0.8682926829268293, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [1, 102, 3, 4, 0], [1, 7, 99, 3, 0], [2, 11, 7, 89, 0], [0, 0, 0, 0, 110]]",strict_split_trained,44
raw_all,single_round_R4,single_round,IID,['R4'],['R4'],1297,556,all_features,cnn1d_convnext,94,1079570,0.9280575539568344,0.9289618877854172,0.9270558798999168,0.9271670841916552,"{'Camera': 0.9915254237288136, 'Light_T1': 0.8695652173913043, 'Light_XM': 0.8899521531100478, 'Sensor': 0.8847926267281107, 'Socket': 1.0}","[[117, 0, 0, 0, 0], [1, 100, 2, 7, 0], [0, 12, 93, 5, 0], [1, 8, 4, 96, 0], [0, 0, 0, 0, 110]]",strict_split_trained,44
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_v3,94,1012154,0.7204533189422558,0.7327638320357861,0.7184863170633361,0.6743508688941646,"{'Camera': 0.9574468085106383, 'Light_T1': 0.5610687022900763, 'Light_XM': 0.08478802992518704, 'Sensor': 0.7738562091503268, 'Socket': 0.9945945945945946}","[[360, 19, 0, 10, 1], [1, 294, 15, 53, 2], [0, 307, 17, 44, 0], [1, 63, 1, 296, 1], [0, 0, 0, 0, 368]]",preserved_baseline,44
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_v5,94,1225296,0.7112790070156503,0.6475707976235858,0.7090118210242083,0.6548808369634594,"{'Camera': 0.968421052631579, 'Light_T1': 0.54, 'Light_XM': 0.015463917525773196, 'Sensor': 0.7545787545787546, 'Socket': 0.9959404600811907}","[[368, 11, 0, 11, 0], [1, 270, 17, 77, 0], [0, 305, 3, 60, 0], [1, 49, 0, 309, 3], [0, 0, 0, 0, 368]]",preserved_baseline,44
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_inception,94,763092,0.7015650296815974,0.7138269792226899,0.7005257161602526,0.6518488890100446,"{'Camera': 0.9095966620305981, 'Light_T1': 0.5614366729678639, 'Light_XM': 0.046511627906976744, 'Sensor': 0.7444168734491315, 'Socket': 0.9972826086956522}","[[327, 31, 1, 31, 0], [1, 297, 8, 58, 1], [0, 304, 9, 55, 0], [1, 60, 1, 300, 0], [0, 1, 0, 0, 367]]",strict_split_trained,44
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_tcn,94,814854,0.7242309767943875,0.6753299851453632,0.7223383515322779,0.6712792244579662,"{'Camera': 0.9641434262948207, 'Light_T1': 0.5661835748792271, 'Light_XM': 0.03015075376884422, 'Sensor': 0.7959183673469388, 'Socket': 1.0}","[[363, 11, 0, 16, 0], [0, 293, 23, 49, 0], [0, 317, 6, 45, 0], [0, 49, 1, 312, 0], [0, 0, 0, 0, 368]]",strict_split_trained,44
raw_all,loro_R2_R3_to_R4,fixed_split,OOD_LORO,"['R2', 'R3']",['R4'],3653,1853,all_features,cnn1d_convnext,94,1079570,0.7193739881273611,0.6575937791026896,0.7172538520937414,0.6649079069588353,"{'Camera': 0.9671484888304862, 'Light_T1': 0.5531062124248497, 'Light_XM': 0.025, 'Sensor': 0.7792848335388409, 'Socket': 1.0}","[[368, 8, 1, 13, 0], [2, 276, 20, 67, 0], [0, 310, 5, 53, 0], [1, 39, 6, 316, 0], [0, 0, 0, 0, 368]]",strict_split_trained,44
