,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,100,2,7,0
Light_XM,0,12,93,5,0
Sensor,1,8,4,96,0
Socket,0,0,0,0,110
