,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,301,0,16,45,0
Light_T1,2,184,57,120,0
Light_XM,1,61,212,91,0
Sensor,0,85,13,265,0
Socket,0,0,0,0,363
