feature,importance
rssi_max,3991
rssi_min,3052
rssi_std,2807
rssi_p90,2682
rssi_p50,2354
len_max,2251
rssi_p10,2086
interarrival_max,1984
rssi_mean,1774
burst_count,1531
subwin_packet_cv,1510
down_len_std,1403
down_packet_ratio,1274
other_packet_ratio,1272
len_p10,1187
len_p95,1134
retry_ratio,1090
len_iqr,1074
interarrival_p90,1054
down_ia_std,1037
interarrival_p95,1023
interarrival_p50,997
interarrival_p75,925
len_cv,918
len_std,918
subtype_8_ratio,887
len_min,858
interarrival_p25,772
interarrival_std,769
len_range,756
down_len_mean,739
down_ia_mean,726
interarrival_cv,719
len_p90,708
long_gap_ratio,703
len_p25,673
down_len_p50,669
byte_count,669
len_mean,669
interarrival_iqr,618
subtype_0_ratio,611
unique_da_count,599
interarrival_mean,585
len_p50,545
burst_packet_ratio,544
burst_size_std,541
len_p75,533
interarrival_min,524
interarrival_p10,503
packet_count,494
len_up_down_diff,480
subwin_packet_std,476
burst_size_mean,426
unique_sa_count,418
up_packet_ratio,418
subwin_byte_std,397
subwin_byte_max,375
subwin_packet_max,268
burst_size_max,241
burst_size_min,198
active_subwin_count,192
subtype_4_ratio,184
null_data_ratio,106
subtype_5_ratio,90
subwin_byte_min,64
subwin_packet_min,60
up_len_mean,53
data_ratio,30
up_ia_std,29
up_ia_mean,23
mgmt_ratio,15
up_down_ratio,3
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
