,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,344,1,9,8,0
Light_T1,1,239,73,50,0
Light_XM,0,12,307,46,0
Sensor,0,55,17,291,0
Socket,0,0,0,0,363
