,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,339,17,0,7,0
Light_T1,105,225,0,35,0
Light_XM,0,174,186,3,0
Sensor,3,183,7,169,0
Socket,0,0,0,0,363
