,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,0,103,1,6,0
Light_XM,0,14,81,15,0
Sensor,2,15,3,88,1
Socket,0,0,0,0,110
