,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,336,1,1,24,0
Light_T1,1,172,91,99,0
Light_XM,2,32,290,41,0
Sensor,0,63,17,283,0
Socket,0,0,0,0,363
