feature,importance
rssi_max,2449
rssi_min,1621
rssi_p10,1447
rssi_p90,1432
rssi_std,1339
len_max,1196
rssi_mean,1022
subwin_packet_cv,834
down_ia_std,796
burst_count,788
down_len_std,771
other_packet_ratio,760
retry_ratio,752
down_packet_ratio,747
rssi_p50,688
interarrival_max,641
len_p25,566
len_p10,475
len_p95,460
down_ia_mean,456
interarrival_p50,456
len_iqr,453
interarrival_p75,438
interarrival_p95,437
len_cv,433
interarrival_p25,430
long_gap_ratio,408
packet_count,372
interarrival_p90,364
interarrival_cv,362
len_std,353
unique_da_count,347
up_packet_ratio,318
interarrival_min,311
burst_packet_ratio,310
byte_count,300
interarrival_std,298
len_mean,297
len_range,295
len_p90,282
down_len_mean,247
unique_sa_count,245
subtype_8_ratio,243
burst_size_std,238
subwin_packet_std,237
interarrival_mean,233
down_len_p50,212
interarrival_iqr,208
len_p75,206
interarrival_p10,205
subtype_0_ratio,199
subwin_byte_max,174
subwin_packet_max,158
len_up_down_diff,146
subwin_byte_std,145
burst_size_min,145
burst_size_mean,141
len_p50,134
active_subwin_count,127
burst_size_max,122
subtype_4_ratio,108
len_min,106
null_data_ratio,48
subwin_byte_min,29
subwin_packet_min,10
mgmt_ratio,8
up_ia_mean,5
up_len_mean,4
up_ia_std,4
up_down_ratio,3
ctrl_ratio,0
data_ratio,0
subtype_5_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
