,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,305,0,51,7,0
Light_T1,5,1,277,82,0
Light_XM,1,259,96,7,0
Sensor,7,213,15,127,0
Socket,0,0,0,0,363
