,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,0,0,0,0
Light_T1,363,2,0,0,0
Light_XM,293,4,68,3,0
Sensor,347,1,0,14,0
Socket,0,0,0,0,368
