,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,0,0,0,0
Light_T1,365,0,0,0,0
Light_XM,201,82,80,0,0
Sensor,240,65,2,55,0
Socket,0,0,0,0,363
