,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,341,0,5,16,0
Light_T1,1,122,100,140,0
Light_XM,2,6,330,27,0
Sensor,3,1,10,349,0
Socket,0,0,0,0,363
