,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,340,13,38,8,0
Light_T1,6,211,155,22,0
Light_XM,2,41,333,19,0
Sensor,10,44,116,235,0
Socket,0,0,0,0,395
