,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,281,48,1,35,0
Light_T1,4,17,319,23,0
Light_XM,0,339,28,2,0
Sensor,0,241,0,122,1
Socket,0,0,0,0,376
