,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,298,11,2,88,0
Light_T1,2,207,113,72,0
Light_XM,2,67,265,61,0
Sensor,1,23,55,326,0
Socket,0,0,0,0,395
