,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,2,1,36,0
Light_T1,10,145,153,86,0
Light_XM,4,36,303,52,0
Sensor,7,110,40,248,0
Socket,0,0,0,0,395
