,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,634,35,62,66,0
Light_T1,1,356,378,55,0
Light_XM,0,208,549,32,0
Sensor,0,134,369,301,0
Socket,0,0,0,0,801
