,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,364,1,0,0,0
Light_T1,2,161,163,37,0
Light_XM,12,318,36,3,0
Sensor,5,206,1,151,1
Socket,0,0,0,0,376
