,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,260,0,57,43,2
Light_T1,1,155,117,90,0
Light_XM,3,56,230,76,0
Sensor,1,44,23,295,0
Socket,0,0,0,0,363
