source_env,R2,R3,R4,R5,R6,R7
R2,,1.2542075553528413,1.1379168380771363,1.006593216605012,1.7292833494862285,1.7321722893513316
R3,1.1626901430856393,,1.3792073803300033,0.8460907424744162,1.7369442304532534,1.7355006678014755
R4,0.6739048440440911,1.2520236572431658,,0.8661705992119061,1.0700530017721743,0.9490648158032375
R5,0.8314315023100406,1.0505830939777059,0.9929092370879925,,1.0711347333550676,1.0560441644157128
R6,0.6066492848985978,0.6720476971864142,0.5670487790093685,0.7043602215715838,,0.1973714561197101
R7,0.7239095059484785,0.9207196427529926,0.8814713507224214,0.7318204534605727,0.3939696610877843,
