filter_mode,task,task_type,train_rounds,test_rounds,train_samples,test_samples,feature_set,model,feature_count,accuracy,precision,recall,macro_f1,per_class_f1,confusion_matrix,n_sources,target_env,grid_kind,split_mode
raw_all,g0_R2_R4_R7_to_R3,fixed_split,"['R2', 'R4', 'R7']",['R3'],5662,1837,all_features,rf,94,0.7016875340228633,0.7076907443832683,0.6994228443649821,0.6864867025883405,"{'Camera': 0.9731903485254692, 'Light_T1': 0.45484949832775917, 'Light_XM': 0.6971279373368147, 'Sensor': 0.30859375, 'Socket': 0.99867197875166}","[[363, 2, 0, 0, 0], [2, 204, 89, 68, 0], [5, 96, 267, 1, 0], [11, 232, 41, 79, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R4_R7_to_R3,fixed_split,"['R2', 'R4', 'R7']",['R3'],5662,1837,all_features,xgboost,94,0.6548720740337507,0.6162199095566534,0.6520082157074534,0.617585348824503,"{'Camera': 0.9451697127937336, 'Light_T1': 0.378698224852071, 'Light_XM': 0.6557377049180327, 'Sensor': 0.10964912280701754, 'Socket': 0.99867197875166}","[[362, 2, 1, 0, 0], [2, 160, 135, 66, 0], [20, 68, 280, 1, 0], [17, 252, 69, 25, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R4_R7_to_R3,fixed_split,"['R2', 'R4', 'R7']",['R3'],5662,1837,all_features,lightgbm,94,0.6652150244964616,0.6249058145515528,0.662364497439673,0.6272094154060975,"{'Camera': 0.9577836411609498, 'Light_T1': 0.39759036144578314, 'Light_XM': 0.6689576174112256, 'Sensor': 0.11304347826086956, 'Socket': 0.99867197875166}","[[363, 2, 0, 0, 0], [2, 165, 127, 69, 0], [14, 62, 292, 1, 0], [14, 238, 85, 26, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R4_R7_to_R3,fixed_split,"['R2', 'R4', 'R7']",['R3'],5662,1837,all_features,stacking,94,0.6848121937942298,0.623462300901249,0.682510115236173,0.6354659752626322,"{'Camera': 0.9345314505776636, 'Light_T1': 0.5133470225872689, 'Light_XM': 0.6924101198402131, 'Sensor': 0.03836930455635491, 'Socket': 0.99867197875166}","[[364, 1, 0, 0, 0], [2, 250, 67, 44, 0], [20, 88, 260, 1, 0], [28, 272, 55, 8, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R6_to_R3,fixed_split,"['R2', 'R5', 'R6']",['R3'],5620,1837,all_features,rf,94,0.7866086009798585,0.7931276067717719,0.7853536458378059,0.7872241775787381,"{'Camera': 0.9877216916780355, 'Light_T1': 0.579415501905972, 'Light_XM': 0.7210682492581603, 'Sensor': 0.6492434662998624, 'Socket': 0.99867197875166}","[[362, 0, 2, 1, 0], [0, 228, 20, 115, 0], [3, 112, 243, 11, 0], [3, 84, 40, 236, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R6_to_R3,fixed_split,"['R2', 'R5', 'R6']",['R3'],5620,1837,all_features,xgboost,94,0.7321720195971693,0.7334521677699999,0.7302969591637088,0.7309364965175494,"{'Camera': 0.9705882352941176, 'Light_T1': 0.44854881266490765, 'Light_XM': 0.7120115774240231, 'Sensor': 0.5248618784530387, 'Socket': 0.99867197875166}","[[363, 1, 1, 0, 0], [0, 170, 26, 167, 0], [10, 110, 246, 3, 0], [10, 114, 49, 190, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R6_to_R3,fixed_split,"['R2', 'R5', 'R6']",['R3'],5620,1837,all_features,lightgbm,94,0.7338051170386499,0.733307272757635,0.7318901593366254,0.73181376492139,"{'Camera': 0.9640479360852197, 'Light_T1': 0.454421768707483, 'Light_XM': 0.729106628242075, 'Sensor': 0.5128205128205128, 'Socket': 0.99867197875166}","[[362, 1, 2, 0, 0], [1, 167, 12, 183, 0], [11, 101, 253, 4, 0], [12, 103, 58, 190, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R6_to_R3,fixed_split,"['R2', 'R5', 'R6']",['R3'],5620,1837,all_features,stacking,94,0.7403375068045727,0.7424921043481004,0.7385211976749808,0.7305607481176638,"{'Camera': 0.9718120805369127, 'Light_T1': 0.42634315424610053, 'Light_XM': 0.6657381615598886, 'Sensor': 0.5902383654937571, 'Socket': 0.99867197875166}","[[362, 2, 0, 1, 0], [2, 123, 66, 172, 0], [3, 43, 239, 84, 0], [13, 46, 44, 260, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R7_to_R3,fixed_split,"['R2', 'R5', 'R7']",['R3'],5625,1837,all_features,rf,94,0.7719107240065324,0.780386042969975,0.770595959572359,0.7725428960282625,"{'Camera': 0.9863760217983651, 'Light_T1': 0.5602923264311814, 'Light_XM': 0.6753623188405797, 'Sensor': 0.6420118343195266, 'Socket': 0.99867197875166}","[[362, 0, 2, 1, 0], [1, 230, 49, 83, 0], [2, 123, 233, 11, 0], [4, 105, 37, 217, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R7_to_R3,fixed_split,"['R2', 'R5', 'R7']",['R3'],5625,1837,all_features,xgboost,94,0.7294501905280348,0.7347755930939031,0.7276334773637572,0.7294041542833163,"{'Camera': 0.979702300405954, 'Light_T1': 0.4613466334164589, 'Light_XM': 0.6839080459770115, 'Sensor': 0.5233918128654971, 'Socket': 0.99867197875166}","[[362, 3, 0, 0, 0], [1, 185, 38, 139, 0], [5, 124, 238, 2, 0], [6, 127, 51, 179, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R7_to_R3,fixed_split,"['R2', 'R5', 'R7']",['R3'],5625,1837,all_features,lightgbm,94,0.7359825802939576,0.7362101104553542,0.7341656779302195,0.7344958030029632,"{'Camera': 0.9704301075268817, 'Light_T1': 0.46596858638743455, 'Light_XM': 0.6950354609929078, 'Sensor': 0.5423728813559322, 'Socket': 0.99867197875166}","[[361, 1, 3, 0, 0], [5, 178, 35, 145, 0], [6, 111, 245, 7, 0], [7, 111, 53, 192, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R5_R7_to_R3,fixed_split,"['R2', 'R5', 'R7']",['R3'],5625,1837,all_features,stacking,94,0.7860642351660315,0.7851668098274829,0.7848383936595824,0.784126881776457,"{'Camera': 0.9770580296896086, 'Light_T1': 0.6503597122302158, 'Light_XM': 0.667601683029453, 'Sensor': 0.6269430051813472, 'Socket': 0.99867197875166}","[[362, 1, 0, 2, 0], [0, 226, 56, 81, 0], [1, 47, 238, 83, 0], [13, 58, 50, 242, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R6_R7_to_R3,fixed_split,"['R2', 'R6', 'R7']",['R3'],5797,1837,all_features,rf,94,0.7158410451823626,0.7096829769213495,0.7136449240601352,0.7030938870945135,"{'Camera': 0.972972972972973, 'Light_T1': 0.4948921679909194, 'Light_XM': 0.7581521739130435, 'Sensor': 0.2907801418439716, 'Socket': 0.99867197875166}","[[360, 4, 1, 0, 0], [1, 218, 27, 117, 0], [5, 84, 279, 1, 0], [9, 212, 60, 82, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R6_R7_to_R3,fixed_split,"['R2', 'R6', 'R7']",['R3'],5797,1837,all_features,xgboost,94,0.6543277082199238,0.5850659282895599,0.651399450242812,0.6147452023455396,"{'Camera': 0.8797083839611178, 'Light_T1': 0.4398447606727037, 'Light_XM': 0.7407407407407407, 'Sensor': 0.014760147601476014, 'Socket': 0.99867197875166}","[[362, 2, 1, 0, 0], [1, 170, 18, 174, 0], [50, 29, 290, 0, 0], [45, 209, 105, 4, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R6_R7_to_R3,fixed_split,"['R2', 'R6', 'R7']",['R3'],5797,1837,all_features,lightgbm,94,0.6603157321720196,0.5911899820764968,0.6573690697588884,0.621565478288347,"{'Camera': 0.9185750636132316, 'Light_T1': 0.44274809160305345, 'Light_XM': 0.7441285537700866, 'Sensor': 0.003703703703703704, 'Socket': 0.99867197875166}","[[361, 2, 2, 0, 0], [1, 174, 13, 175, 0], [33, 35, 301, 0, 0], [26, 212, 124, 1, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_R6_R7_to_R3,fixed_split,"['R2', 'R6', 'R7']",['R3'],5797,1837,all_features,stacking,94,0.6820903647250952,0.6341862836838821,0.6794253003726624,0.6494086420412424,"{'Camera': 0.9782608695652174, 'Light_T1': 0.4560622914349277, 'Light_XM': 0.7538071065989848, 'Sensor': 0.060240963855421686, 'Socket': 0.99867197875166}","[[360, 4, 1, 0, 0], [0, 205, 39, 119, 0], [1, 71, 297, 0, 0], [10, 256, 82, 15, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R6_to_R3,fixed_split,"['R4', 'R5', 'R6']",['R3'],5657,1837,all_features,rf,94,0.7740881872618399,0.7775347963188254,0.7729075962730247,0.7746503650692794,"{'Camera': 0.99039780521262, 'Light_T1': 0.5097529258777633, 'Light_XM': 0.5935302390998594, 'Sensor': 0.7808988764044944, 'Socket': 0.99867197875166}","[[361, 0, 1, 3, 0], [0, 196, 118, 49, 0], [2, 138, 211, 18, 0], [1, 72, 12, 278, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R6_to_R3,fixed_split,"['R4', 'R5', 'R6']",['R3'],5657,1837,all_features,xgboost,94,0.7022318998366902,0.7133685710763626,0.7007377812884601,0.7051631267775205,"{'Camera': 0.9783783783783784, 'Light_T1': 0.36953807740324596, 'Light_XM': 0.4322033898305085, 'Sensor': 0.7470238095238095, 'Socket': 0.99867197875166}","[[362, 0, 1, 2, 0], [1, 148, 174, 40, 0], [9, 192, 153, 15, 0], [3, 98, 11, 251, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R6_to_R3,fixed_split,"['R4', 'R5', 'R6']",['R3'],5657,1837,all_features,lightgbm,94,0.7060424605334785,0.7183818109639207,0.7045765065930301,0.7092513970983666,"{'Camera': 0.9798115746971736, 'Light_T1': 0.37359900373599003, 'Light_XM': 0.43441466854724964, 'Sensor': 0.7597597597597597, 'Socket': 0.99867197875166}","[[364, 0, 0, 1, 0], [2, 150, 175, 36, 0], [9, 194, 154, 12, 0], [3, 96, 11, 253, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R6_to_R3,fixed_split,"['R4', 'R5', 'R6']",['R3'],5657,1837,all_features,stacking,94,0.8013064779531845,0.7988796963431988,0.8003135033487675,0.7994644370470442,"{'Camera': 0.9864130434782609, 'Light_T1': 0.5795918367346938, 'Light_XM': 0.6211699164345403, 'Sensor': 0.8114754098360656, 'Socket': 0.99867197875166}","[[363, 1, 0, 1, 0], [1, 213, 113, 36, 0], [4, 108, 223, 34, 0], [3, 50, 13, 297, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R7_to_R3,fixed_split,"['R4', 'R5', 'R7']",['R3'],5662,1837,all_features,rf,94,0.7659227000544366,0.7760182702160923,0.7647436774870483,0.7679633528496199,"{'Camera': 0.9876543209876543, 'Light_T1': 0.5196078431372549, 'Light_XM': 0.5947521865889213, 'Sensor': 0.7391304347826086, 'Socket': 0.99867197875166}","[[360, 0, 1, 4, 0], [1, 212, 102, 48, 0], [1, 145, 204, 19, 0], [2, 96, 10, 255, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R7_to_R3,fixed_split,"['R4', 'R5', 'R7']",['R3'],5662,1837,all_features,xgboost,94,0.6750136091453457,0.7007505390261565,0.6736514939127095,0.6791223725261921,"{'Camera': 0.9809782608695652, 'Light_T1': 0.3737704918032787, 'Light_XM': 0.3370429252782194, 'Sensor': 0.7051482059282371, 'Socket': 0.99867197875166}","[[361, 0, 2, 2, 0], [2, 171, 150, 40, 0], [5, 249, 106, 9, 0], [3, 132, 2, 226, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R7_to_R3,fixed_split,"['R4', 'R5', 'R7']",['R3'],5662,1837,all_features,lightgbm,94,0.6913445835601524,0.7113485615274043,0.6899456170594889,0.6961081555183232,"{'Camera': 0.9850340136054422, 'Light_T1': 0.3707995365005794, 'Light_XM': 0.3885542168674699, 'Sensor': 0.7374810318664643, 'Socket': 0.99867197875166}","[[362, 0, 2, 1, 0], [2, 160, 161, 40, 0], [4, 225, 129, 11, 0], [2, 115, 3, 243, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R5_R7_to_R3,fixed_split,"['R4', 'R5', 'R7']",['R3'],5662,1837,all_features,stacking,94,0.8127381600435493,0.8076932381044664,0.8119148076120407,0.8087310950565403,"{'Camera': 0.986449864498645, 'Light_T1': 0.6348314606741573, 'Light_XM': 0.6226685796269728, 'Sensor': 0.8010335917312662, 'Socket': 0.99867197875166}","[[364, 1, 0, 0, 0], [1, 226, 103, 33, 0], [4, 81, 217, 67, 0], [4, 41, 8, 310, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R6_R7_to_R3,fixed_split,"['R4', 'R6', 'R7']",['R3'],5834,1837,all_features,rf,94,0.6810016330974414,0.7172445611260855,0.6797827155379627,0.6841252568489893,"{'Camera': 0.9807692307692307, 'Light_T1': 0.41922290388548056, 'Light_XM': 0.34459459459459457, 'Sensor': 0.6773675762439807, 'Socket': 0.99867197875166}","[[357, 4, 0, 4, 0], [1, 205, 118, 39, 0], [4, 258, 102, 5, 0], [1, 148, 3, 211, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R6_R7_to_R3,fixed_split,"['R4', 'R6', 'R7']",['R3'],5834,1837,all_features,xgboost,94,0.5922700054436582,0.6306017837592207,0.5906365170432843,0.5899149898299434,"{'Camera': 0.9732620320855615, 'Light_T1': 0.3069590085795996, 'Light_XM': 0.1265377855887522, 'Sensor': 0.5441441441441441, 'Socket': 0.99867197875166}","[[364, 1, 0, 0, 0], [2, 161, 163, 37, 0], [12, 318, 36, 3, 0], [5, 206, 1, 151, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R6_R7_to_R3,fixed_split,"['R4', 'R6', 'R7']",['R3'],5834,1837,all_features,lightgbm,94,0.592814371257485,0.6349470203342041,0.5912070271691205,0.5892898761933264,"{'Camera': 0.968, 'Light_T1': 0.31856738925541944, 'Light_XM': 0.12345679012345678, 'Sensor': 0.5377532228360957, 'Socket': 0.99867197875166}","[[363, 2, 0, 0, 0], [1, 169, 162, 31, 0], [15, 317, 35, 2, 0], [6, 210, 1, 146, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R4_R6_R7_to_R3,fixed_split,"['R4', 'R6', 'R7']",['R3'],5834,1837,all_features,stacking,94,0.608056614044638,0.654042644171455,0.6065713531643124,0.6079350558915669,"{'Camera': 0.9764868603042877, 'Light_T1': 0.34291010194624655, 'Light_XM': 0.1552346570397112, 'Sensor': 0.5663716814159292, 'Socket': 0.99867197875166}","[[353, 12, 0, 0, 0], [0, 185, 141, 37, 0], [2, 320, 43, 4, 0], [3, 199, 1, 160, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R5_R6_R7_to_R3,fixed_split,"['R5', 'R6', 'R7']",['R3'],5797,1837,all_features,rf,94,0.7795318454001089,0.7711474448617751,0.7782202600323671,0.7725444489646748,"{'Camera': 0.9278350515463918, 'Light_T1': 0.5662650602409639, 'Light_XM': 0.6545454545454545, 'Sensor': 0.7154046997389034, 'Socket': 0.99867197875166}","[[360, 0, 2, 3, 0], [8, 188, 71, 96, 0], [25, 81, 234, 29, 0], [18, 32, 39, 274, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R5_R6_R7_to_R3,fixed_split,"['R5', 'R6', 'R7']",['R3'],5797,1837,all_features,xgboost,94,0.7882416984213392,0.779354014570414,0.786916089307123,0.7807526144993144,"{'Camera': 0.9258312020460358, 'Light_T1': 0.5679389312977099, 'Light_XM': 0.6748971193415638, 'Sensor': 0.7364238410596027, 'Socket': 0.99867197875166}","[[362, 0, 1, 2, 0], [6, 186, 79, 92, 0], [34, 70, 246, 19, 0], [15, 36, 34, 278, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R5_R6_R7_to_R3,fixed_split,"['R5', 'R6', 'R7']",['R3'],5797,1837,all_features,lightgbm,94,0.7844311377245509,0.7747766197144663,0.7830861015315651,0.7762897959387185,"{'Camera': 0.9319640564826701, 'Light_T1': 0.5493827160493827, 'Light_XM': 0.660300136425648, 'Sensor': 0.7411300919842313, 'Socket': 0.99867197875166}","[[363, 0, 1, 1, 0], [9, 178, 86, 90, 0], [28, 75, 242, 24, 0], [14, 32, 35, 282, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R5_R6_R7_to_R3,fixed_split,"['R5', 'R6', 'R7']",['R3'],5797,1837,all_features,stacking,94,0.7844311377245509,0.7808163542009313,0.783192437399223,0.7817915518172163,"{'Camera': 0.972972972972973, 'Light_T1': 0.5560165975103735, 'Light_XM': 0.6508379888268156, 'Sensor': 0.7304582210242587, 'Socket': 0.99867197875166}","[[360, 0, 3, 2, 0], [3, 201, 74, 85, 0], [7, 109, 233, 20, 0], [5, 50, 37, 271, 1], [0, 0, 0, 0, 376]]",3,R3,ood,fixed
raw_all,g0_R2_to_R4,fixed_split,['R2'],['R4'],1816,1853,all_features,rf,94,0.6211548839719374,0.7291613889260226,0.6207075381235382,0.5879190029361334,"{'Camera': 0.8350668647845468, 'Light_T1': 0.4752475247524752, 'Light_XM': 0.10526315789473684, 'Sensor': 0.5240174672489083, 'Socket': 1.0}","[[281, 19, 3, 87, 0], [1, 120, 25, 219, 0], [0, 0, 22, 346, 0], [1, 1, 0, 360, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R2_to_R4,fixed_split,['R2'],['R4'],1816,1853,all_features,xgboost,94,0.4878575283324339,0.6472320868774879,0.4920362036611185,0.4460439512776442,"{'Camera': 0.38524590163934425, 'Light_T1': 0.3389121338912134, 'Light_XM': 0.07476635514018691, 'Sensor': 0.4535175879396985, 'Socket': 0.9777777777777777}","[[94, 29, 16, 251, 0], [0, 81, 28, 256, 0], [0, 3, 16, 349, 0], [1, 0, 0, 361, 0], [3, 0, 0, 13, 352]]",1,R4,ood,fixed
raw_all,g0_R2_to_R4,fixed_split,['R2'],['R4'],1816,1853,all_features,lightgbm,94,0.4657312466270912,0.5996834463927971,0.47137020662482243,0.402877952456142,"{'Camera': 0.19444444444444445, 'Light_T1': 0.33399602385685884, 'Light_XM': 0.031746031746031744, 'Sensor': 0.45420326223337515, 'Socket': 1.0}","[[42, 53, 35, 260, 0], [0, 84, 31, 250, 0], [0, 1, 7, 360, 0], [0, 0, 0, 362, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R2_to_R4,fixed_split,['R2'],['R4'],1816,1853,all_features,stacking,94,0.503507825148408,0.6239546684244497,0.5083602900373192,0.4556030512949477,"{'Camera': 0.33970276008492567, 'Light_T1': 0.4029038112522686, 'Light_XM': 0.06103286384976526, 'Sensor': 0.4743758212877792, 'Socket': 1.0}","[[80, 72, 23, 215, 0], [0, 111, 22, 232, 0], [0, 3, 13, 352, 0], [1, 0, 0, 361, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R3_to_R4,fixed_split,['R3'],['R4'],1837,1853,all_features,rf,94,0.5483000539665407,0.5708038780152803,0.5439322751545068,0.4894340537802898,"{'Camera': 0.8985915492957747, 'Light_T1': 0.4241573033707865, 'Light_XM': 0.031088082901554404, 'Sensor': 0.09333333333333334, 'Socket': 1.0}","[[319, 56, 0, 15, 0], [0, 302, 12, 51, 0], [0, 361, 6, 1, 0], [1, 340, 0, 21, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R3_to_R4,fixed_split,['R3'],['R4'],1837,1853,all_features,xgboost,94,0.5483000539665407,0.5076611689312878,0.5428033738182751,0.48447109476950895,"{'Camera': 0.9422818791946309, 'Light_T1': 0.40373563218390807, 'Light_XM': 0.010282776349614395, 'Sensor': 0.06741573033707865, 'Socket': 0.998639455782313}","[[351, 36, 0, 3, 0], [2, 281, 19, 63, 0], [0, 364, 2, 2, 0], [2, 345, 0, 15, 0], [0, 1, 0, 0, 367]]",1,R4,ood,fixed
raw_all,g0_R3_to_R4,fixed_split,['R3'],['R4'],1837,1853,all_features,lightgbm,94,0.5250944414463032,0.5228482072793934,0.5196060385615633,0.49258675770247373,"{'Camera': 0.9335142469470827, 'Light_T1': 0.3245341614906832, 'Light_XM': 0.02830188679245283, 'Sensor': 0.1765834932821497, 'Socket': 1.0}","[[344, 42, 1, 3, 0], [0, 209, 49, 107, 0], [0, 359, 6, 3, 0], [3, 313, 0, 46, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R3_to_R4,fixed_split,['R3'],['R4'],1837,1853,all_features,stacking,94,0.5434430652995142,0.5334861464691479,0.5378915302157152,0.494366281165821,"{'Camera': 0.9449664429530201, 'Light_T1': 0.3746268656716418, 'Light_XM': 0.02518891687657431, 'Sensor': 0.12704918032786885, 'Socket': 1.0}","[[352, 34, 1, 3, 0], [0, 251, 23, 91, 0], [0, 362, 5, 1, 0], [3, 328, 0, 31, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R5_to_R4,fixed_split,['R5'],['R4'],1816,1853,all_features,rf,94,0.5385860766324878,0.7341846006695361,0.5450390366704998,0.4412457277079783,"{'Camera': 0.025252525252525252, 'Light_T1': 0.0636604774535809, 'Light_XM': 0.5413005272407733, 'Sensor': 0.5760151085930123, 'Socket': 1.0}","[[5, 0, 202, 183, 0], [0, 12, 204, 149, 0], [0, 0, 308, 60, 0], [1, 0, 56, 305, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R5_to_R4,fixed_split,['R5'],['R4'],1816,1853,all_features,xgboost,94,0.5364274150026983,0.7393039225092896,0.5432081837918317,0.4420857023245247,"{'Camera': 0.030226700251889168, 'Light_T1': 0.07894736842105263, 'Light_XM': 0.5471311475409836, 'Sensor': 0.5637254901960784, 'Socket': 0.99039780521262}","[[6, 0, 150, 234, 0], [0, 15, 175, 175, 0], [0, 0, 267, 101, 0], [1, 0, 16, 345, 0], [0, 0, 0, 7, 361]]",1,R4,ood,fixed
raw_all,g0_R5_to_R4,fixed_split,['R5'],['R4'],1816,1853,all_features,lightgbm,94,0.5590933621154884,0.727980740375283,0.5661267067812087,0.464104435287992,"{'Camera': 0.020253164556962026, 'Light_T1': 0.1326530612244898, 'Light_XM': 0.5534709193245778, 'Sensor': 0.6141450313339302, 'Socket': 1.0}","[[4, 0, 190, 196, 0], [1, 26, 195, 143, 0], [0, 0, 295, 73, 0], [0, 1, 18, 343, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R5_to_R4,fixed_split,['R5'],['R4'],1816,1853,all_features,stacking,94,0.554236373448462,0.7743709706303725,0.5612394065892843,0.4526694130471963,"{'Camera': 0.015267175572519083, 'Light_T1': 0.08398950131233596, 'Light_XM': 0.5534709193245778, 'Sensor': 0.6106194690265486, 'Socket': 1.0}","[[3, 0, 191, 196, 0], [0, 16, 195, 154, 0], [0, 0, 295, 73, 0], [0, 0, 17, 345, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R6_to_R4,fixed_split,['R6'],['R4'],1988,1853,all_features,rf,94,0.726389638424177,0.798687511570628,0.7229189052013822,0.7047265706649399,"{'Camera': 0.7917098445595855, 'Light_T1': 0.4336842105263158, 'Light_XM': 0.67003367003367, 'Sensor': 0.6282051282051282, 'Socket': 1.0}","[[382, 0, 0, 8, 0], [90, 103, 19, 153, 0], [44, 6, 199, 119, 0], [59, 1, 8, 294, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R6_to_R4,fixed_split,['R6'],['R4'],1988,1853,all_features,xgboost,94,0.6465191581219644,0.7075303074310707,0.6420346330482098,0.5909315116092595,"{'Camera': 0.6078588612670409, 'Light_T1': 0.042105263157894736, 'Light_XM': 0.6072727272727273, 'Sensor': 0.7042606516290727, 'Socket': 0.9931600547195623}","[[379, 0, 0, 11, 0], [270, 8, 6, 81, 0], [132, 6, 167, 63, 0], [71, 1, 9, 281, 0], [5, 0, 0, 0, 363]]",1,R4,ood,fixed
raw_all,g0_R6_to_R4,fixed_split,['R6'],['R4'],1988,1853,all_features,lightgbm,94,0.6956287101996762,0.7809341835894298,0.6915381010526355,0.6458066002604217,"{'Camera': 0.6833631484794276, 'Light_T1': 0.13670886075949368, 'Light_XM': 0.7165605095541401, 'Sensor': 0.6924004825090471, 'Socket': 1.0}","[[382, 0, 0, 8, 0], [220, 27, 23, 95, 0], [64, 2, 225, 77, 0], [62, 1, 12, 287, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R6_to_R4,fixed_split,['R6'],['R4'],1988,1853,all_features,stacking,94,0.6853750674581759,0.7516444794709651,0.6811895312975524,0.636685310001421,"{'Camera': 0.6690017513134852, 'Light_T1': 0.13, 'Light_XM': 0.6943521594684385, 'Sensor': 0.6900726392251816, 'Socket': 1.0}","[[382, 0, 0, 8, 0], [235, 26, 14, 90, 0], [70, 8, 209, 81, 0], [65, 1, 11, 285, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R7_to_R4,fixed_split,['R7'],['R4'],1993,1853,all_features,rf,94,0.6853750674581759,0.8253277045574047,0.6803828163304255,0.6817802253460143,"{'Camera': 0.5967865340474369, 'Light_T1': 0.4380165289256198, 'Light_XM': 0.7228525121555915, 'Sensor': 0.6512455516014235, 'Socket': 1.0}","[[390, 0, 0, 0, 0], [231, 106, 19, 9, 0], [129, 8, 223, 8, 0], [167, 5, 7, 183, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
raw_all,g0_R7_to_R4,fixed_split,['R7'],['R4'],1993,1853,all_features,xgboost,94,0.4749055585536967,0.6863686235978056,0.46661508428787196,0.4052339105209498,"{'Camera': 0.44647967945048656, 'Light_T1': 0.005405405405405406, 'Light_XM': 0.4172043010752688, 'Sensor': 0.1708542713567839, 'Socket': 0.9862258953168044}","[[390, 0, 0, 0, 0], [364, 1, 0, 0, 0], [265, 4, 97, 2, 0], [328, 0, 0, 34, 0], [10, 0, 0, 0, 358]]",1,R4,ood,fixed
raw_all,g0_R7_to_R4,fixed_split,['R7'],['R4'],1993,1853,all_features,lightgbm,94,0.4543982730706962,0.6778429964950805,0.44578721877992356,0.3668045736727962,"{'Camera': 0.4374649467190129, 'Light_T1': 0.010752688172043012, 'Light_XM': 0.3119266055045872, 'Sensor': 0.07387862796833773, 'Socket': 1.0}","[[390, 0, 0, 0, 0], [363, 2, 0, 0, 0], [293, 4, 68, 3, 0], [347, 1, 0, 14, 0], [0, 0, 0, 0, 368]]",1,R4,ood,fixed
