source_env,R2,R3,R4,R5,R6,R7
R2,,,,,,
R3,,,,,,
R4,,0.3136706883808019,,0.9521276318016708,0.29867856251515557,0.3152636253892404
R5,,,,,,
R6,1.4393436294372945,1.6598397478748768,1.382841611456686,0.9922478970254962,,0.32653356871921996
R7,1.8962325243239355,1.9649351035160958,1.9437242309233067,1.6351930413576914,0.3868362690088597,
