source_env,R2,R3,R4,R5,R6,R7
R2,,1.2544092722335234,1.1282624827649748,0.9982377252213916,1.7241090861351422,1.727006681538922
R3,1.1592535044752041,,1.3744964431297713,0.8509684762401226,1.7326682779697813,1.7312344313359869
R4,0.7329121568763437,1.1719306146552018,,0.8980179347012056,0.8838829898354686,0.7408732244886332
R5,0.8337504312826175,1.061252337783798,0.9943694047624475,,1.0588717214745256,1.048298236479875
R6,0.6792354873479836,0.7986255543430162,0.6572534687868512,0.7584474425167658,,0.3692744287327805
R7,0.746636352293331,0.9386468506840431,0.8994762423687164,0.7528632623885226,0.383264702435528,
