task,model,temperature,w_inv_temperature,nll_uncalibrated,nll_calibrated,n_oof,optimizer_converged,bound_hit
g0_R2_R3_R6_to_R4,lightgbm,5.820259202652125,0.171813653856572,3.0503410300067673,0.9668763282556869,5641,True,False
g0_R2_R3_R6_to_R5,rf,1.0957923673132268,0.9125816439586085,0.8492915789043759,0.8469854853416428,5641,True,False
g0_R2_R3_R6_to_R5,xgboost,2.8096559389891294,0.3559154649945447,1.514330964252016,0.926746589962688,5641,True,False
g0_R2_R3_R6_to_R5,lightgbm,5.820259202664327,0.1718136538562118,3.050341030006768,0.9668763282556871,5641,True,False
g0_R2_R3_R6_to_R7,rf,1.0957923673132268,0.9125816439586085,0.8492915789043759,0.8469854853416428,5641,True,False
g0_R2_R3_R6_to_R7,xgboost,2.8096559389891294,0.3559154649945447,1.514330964252016,0.926746589962688,5641,True,False
g0_R2_R3_R6_to_R7,lightgbm,5.8202592026870965,0.17181365385553965,3.050341030006768,0.9668763282556869,5641,True,False
g0_R2_R3_R7_to_R4,rf,1.0408954172864973,0.9607113100823258,0.7983802844082182,0.7979516797244567,5646,True,False
g0_R2_R3_R7_to_R4,xgboost,2.629954775734503,0.3802346752220165,1.365257805386867,0.8849663017079705,5646,True,False
g0_R2_R3_R7_to_R4,lightgbm,5.265339742825451,0.18992126792247346,2.613207840094984,0.9152235325981549,5646,True,False
g0_R2_R3_R7_to_R5,rf,1.0408954172864973,0.9607113100823258,0.7983802844082182,0.7979516797244567,5646,True,False
g0_R2_R3_R7_to_R5,xgboost,2.629954775734503,0.3802346752220165,1.365257805386867,0.8849663017079705,5646,True,False
g0_R2_R3_R7_to_R5,lightgbm,5.265339742927788,0.18992126791878217,2.6132078400949843,0.9152235325981549,5646,True,False
g0_R2_R3_R7_to_R6,rf,1.0408954172864973,0.9607113100823258,0.7983802844082182,0.7979516797244567,5646,True,False
g0_R2_R3_R7_to_R6,xgboost,2.629954775734503,0.3802346752220165,1.365257805386867,0.8849663017079705,5646,True,False
g0_R2_R3_R7_to_R6,lightgbm,5.265339889177642,0.1899212626435372,2.6132078417832387,0.9152236473756411,5646,True,False
g0_R2_R3_to_R4,rf,1.439000912111617,0.6949265921816417,1.0993369724706155,1.0512754214316165,3653,True,False
g0_R2_R3_to_R4,xgboost,3.5822493466492764,0.27915421380015565,2.198914592883652,1.2641769709418278,3653,True,False
g0_R2_R3_to_R4,lightgbm,6.5198762793148335,0.15337714354682339,3.8772978443291413,1.234168507628612,3653,True,False
g0_R2_R3_to_R5,rf,1.439000912111617,0.6949265921816417,1.0993369724706155,1.0512754214316165,3653,True,False
g0_R2_R3_to_R5,xgboost,3.5822493466492764,0.27915421380015565,2.198914592883652,1.2641769709418278,3653,True,False
g0_R2_R3_to_R5,lightgbm,6.5198762793148335,0.15337714354682339,3.8772978443291413,1.234168507628612,3653,True,False
g0_R2_R3_to_R6,rf,1.439000912111617,0.6949265921816417,1.0993369724706155,1.0512754214316165,3653,True,False
g0_R2_R3_to_R6,xgboost,3.5822493466492764,0.27915421380015565,2.198914592883652,1.2641769709418278,3653,True,False
g0_R2_R3_to_R6,lightgbm,6.5198762793148335,0.15337714354682339,3.8772978443291413,1.234168507628612,3653,True,False
g0_R2_R3_to_R7,rf,1.439000912111617,0.6949265921816417,1.0993369724706155,1.0512754214316165,3653,True,False
g0_R2_R3_to_R7,xgboost,3.5822493466492764,0.27915421380015565,2.198914592883652,1.2641769709418278,3653,True,False
g0_R2_R3_to_R7,lightgbm,6.5198762793148335,0.15337714354682339,3.8772978443291413,1.234168507628612,3653,True,False
g0_R2_R4_R5_to_R3,rf,0.9190033893595374,1.088135268681555,0.7106006149820273,0.708732297040211,5485,True,False
g0_R2_R4_R5_to_R3,xgboost,2.6390761629350483,0.37892047756888153,1.363869440566189,0.8514405807220211,5485,True,False
g0_R2_R4_R5_to_R3,lightgbm,5.23922319319545,0.19086798999110607,2.707012085376064,0.9109091642162859,5485,True,False
g0_R2_R4_R5_to_R6,rf,0.9190033893595374,1.088135268681555,0.7106006149820273,0.708732297040211,5485,True,False
g0_R2_R4_R5_to_R6,xgboost,2.6390761629350483,0.37892047756888153,1.363869440566189,0.8514405807220211,5485,True,False
g0_R2_R4_R5_to_R6,lightgbm,5.23922319319545,0.19086798999110607,2.707012085376064,0.9109091642162859,5485,True,False
g0_R2_R4_R5_to_R7,rf,0.9190033893595374,1.088135268681555,0.7106006149820273,0.708732297040211,5485,True,False
g0_R2_R4_R5_to_R7,xgboost,2.6390761629350483,0.37892047756888153,1.363869440566189,0.8514405807220211,5485,True,False
g0_R2_R4_R5_to_R7,lightgbm,5.23922319319545,0.19086798999110607,2.707012085376064,0.9109091642162859,5485,True,False
g0_R2_R4_R6_to_R3,rf,0.8538890599292988,1.171112322346417,0.6902595298681733,0.6840654469999508,5657,True,False
g0_R2_R4_R6_to_R3,xgboost,2.3556325948314334,0.42451441799291245,1.049945509620872,0.6945237042041176,5657,True,False
