task,task_type,grid_kind,split_mode,n_sources,target_env,train_rounds,test_rounds,n_train,n_test,n_oof,method,method_kind,selected_base_model,macro_f1_5class,macro_f1_4class,worst_class_f1,worst_class_f1_4class,accuracy,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,gain_vs_best_base
g0_R2_R5_to_R6,fixed_split,ood,fixed,2,R6,"['R2', 'R5']",['R6'],3632,1988,3632,soft_voting_calibrated,voting,,0.28418808214566266,0.10523510268207832,0.0,0.0,0.4039235412474849,0.014925373134328358,0.0,0.0,0.40601503759398494,1.0,-0.0029847014977091857
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,rf,base_model,,0.2802824004034291,0.10035300050428643,0.0,0.0,0.403411941796287,0.0,0.0,0.0,0.4014120020171457,1.0,-0.0053056406464948025
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,xgboost,base_model,,0.2855880410499239,0.10698505131240486,0.0,0.0,0.4064224786753638,0.01,0.0,0.015113350125944584,0.4028268551236749,1.0,0.0
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,lightgbm,base_model,,0.2834967732051552,0.10437096650644401,0.0,0.0,0.4054189663823382,0.01,0.0,0.005063291139240506,0.40242057488653554,1.0,-0.002091267844768707
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,stacking,stacking,,0.2849083825663674,0.10613547820795928,0.0,0.0,0.405920722528851,0.014962593516209476,0.004914004914004914,0.0,0.40466531440162273,1.0,-0.0006796584835565
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,best_base_posthoc,reference,xgboost,0.2855880410499239,0.10698505131240486,0.0,0.0,0.4064224786753638,0.01,0.0,0.015113350125944584,0.4028268551236749,1.0,0.0
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,hard_voting,voting,,0.28244354838709673,0.10305443548387097,0.0,0.0,0.4049172102358254,0.01,0.0,0.0,0.4022177419354839,1.0,-0.0031444926628271808
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,soft_voting_equal,voting,,0.28244354838709673,0.10305443548387097,0.0,0.0,0.4049172102358254,0.01,0.0,0.0,0.4022177419354839,1.0,-0.0031444926628271808
g0_R2_R5_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R5']",['R7'],3632,1993,3632,soft_voting_calibrated,voting,,0.28244354838709673,0.10305443548387097,0.0,0.0,0.4049172102358254,0.01,0.0,0.0,0.4022177419354839,1.0,-0.0031444926628271808
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,rf,base_model,,0.7030938870945135,0.6291993641802268,0.2907801418439716,0.2907801418439716,0.7158410451823626,0.972972972972973,0.4948921679909194,0.7581521739130435,0.2907801418439716,0.99867197875166,0.0
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,xgboost,base_model,,0.6147452023455396,0.5187635082440095,0.014760147601476014,0.014760147601476014,0.6543277082199238,0.8797083839611178,0.4398447606727037,0.7407407407407407,0.014760147601476014,0.99867197875166,-0.08834868474897384
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,lightgbm,base_model,,0.621565478288347,0.5272888531725187,0.003703703703703704,0.003703703703703704,0.6603157321720196,0.9185750636132316,0.44274809160305345,0.7441285537700866,0.003703703703703704,0.99867197875166,-0.08152840880616652
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,stacking,stacking,,0.6494086420412424,0.5620928078636379,0.060240963855421686,0.060240963855421686,0.6820903647250952,0.9782608695652174,0.4560622914349277,0.7538071065989848,0.060240963855421686,0.99867197875166,-0.0536852450532711
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,best_base_posthoc,reference,rf,0.7030938870945135,0.6291993641802268,0.2907801418439716,0.2907801418439716,0.7158410451823626,0.972972972972973,0.4948921679909194,0.7581521739130435,0.2907801418439716,0.99867197875166,0.0
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,hard_voting,voting,,0.6234842653857988,0.5296873370443335,0.01486988847583643,0.01486988847583643,0.6619488296135003,0.9058971141781681,0.44388398486759145,0.7540983606557377,0.01486988847583643,0.99867197875166,-0.07960962170871466
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,soft_voting_equal,voting,,0.6227190121056771,0.5287307704441815,0.011194029850746268,0.011194029850746268,0.6614044637996733,0.9093198992443325,0.44472361809045224,0.7496855345911949,0.011194029850746268,0.99867197875166,-0.08037487498883633
g0_R2_R6_R7_to_R3,fixed_split,ood,fixed,3,R3,"['R2', 'R6', 'R7']",['R3'],5797,1837,5797,soft_voting_calibrated,voting,,0.6362853453346103,0.5456886869803479,0.05223880597014925,0.05223880597014925,0.6695699510070767,0.9141414141414141,0.45346062052505964,0.7629139072847683,0.05223880597014925,0.99867197875166,-0.06680854175990314
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,rf,base_model,,0.8522351872435838,0.8152939840544797,0.7429420505200595,0.7429420505200595,0.8553696708041014,0.9883870967741936,0.7512038523274478,0.7429420505200595,0.778642936596218,1.0,0.0
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,xgboost,base_model,,0.800046833719593,0.7500585421494912,0.603290676416819,0.603290676416819,0.8078791149487318,0.9819121447028424,0.603290676416819,0.703875968992248,0.7111553784860558,1.0,-0.05218835352399087
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,lightgbm,base_model,,0.8064412566944104,0.758051570868013,0.6327272727272727,0.6327272727272727,0.8132757690232056,0.9883570504527813,0.6327272727272727,0.6947040498442367,0.7164179104477612,1.0,-0.04579393054917347
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,stacking,stacking,,0.8463309891542444,0.8079137364428054,0.7123745819397993,0.7123745819397993,0.850512682137075,0.9831824062095731,0.7123745819397993,0.7594202898550725,0.7766776677667767,1.0,-0.005904198089339396
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,best_base_posthoc,reference,rf,0.8522351872435838,0.8152939840544797,0.7429420505200595,0.7429420505200595,0.8553696708041014,0.9883870967741936,0.7512038523274478,0.7429420505200595,0.778642936596218,1.0,0.0
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,hard_voting,voting,,0.8110101631688114,0.7637627039610143,0.6415770609318996,0.6415770609318996,0.8175930922827847,0.9858064516129033,0.6415770609318996,0.7037037037037037,0.723963599595551,1.0,-0.041225024074772465
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,soft_voting_equal,voting,,0.8100071610115214,0.7625089512644017,0.6451612903225806,0.6451612903225806,0.8165137614678899,0.9858064516129033,0.6451612903225806,0.6967340590979783,0.7223340040241448,1.0,-0.042228026232062454
g0_R2_R6_R7_to_R4,fixed_split,ood,fixed,3,R4,"['R2', 'R6', 'R7']",['R4'],5797,1853,5797,soft_voting_calibrated,voting,,0.8331934240668668,0.7914917800835835,0.7044673539518901,0.7044673539518901,0.8375607123583378,0.9858429858429858,0.7044673539518901,0.7264437689969605,0.7492130115424974,1.0,-0.01904176317671702
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,rf,base_model,,0.6902865774067293,0.6128582217584116,0.42269187986651835,0.42269187986651835,0.6905286343612335,0.9085794655414908,0.42269187986651835,0.6700636942675159,0.4500978473581213,1.0,0.0
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,xgboost,base_model,,0.5646735242196537,0.455841905274567,0.01643835616438356,0.01643835616438356,0.6145374449339207,0.8362779740871613,0.2952586206896552,0.675392670157068,0.01643835616438356,1.0,-0.1256130531870756
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,lightgbm,base_model,,0.5619377089191915,0.4524221361489893,0.0,0.0,0.611784140969163,0.8428927680798005,0.32340425531914896,0.6433915211970075,0.0,1.0,-0.1283488684875378
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,stacking,stacking,,0.6001791744620821,0.5002239680776027,0.04851752021563342,0.04851752021563342,0.637114537444934,0.8950437317784257,0.41723800195886385,0.6400966183574879,0.04851752021563342,1.0,-0.09010740294464714
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,best_base_posthoc,reference,rf,0.6902865774067293,0.6128582217584116,0.42269187986651835,0.42269187986651835,0.6905286343612335,0.9085794655414908,0.42269187986651835,0.6700636942675159,0.4500978473581213,1.0,0.0
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,hard_voting,voting,,0.5717627599568266,0.46470344994603324,0.01643835616438356,0.01643835616438356,0.6200440528634361,0.854679802955665,0.3270042194092827,0.6606914212548015,0.01643835616438356,1.0,-0.1185238174499027
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,soft_voting_equal,voting,,0.5700944067845336,0.4626180084806671,0.01098901098901099,0.01098901098901099,0.6200440528634361,0.847457627118644,0.3244962884411453,0.6675291073738681,0.01098901098901099,1.0,-0.12019217062219567
g0_R2_R6_R7_to_R5,fixed_split,ood,fixed,3,R5,"['R2', 'R6', 'R7']",['R5'],5797,1816,5797,soft_voting_calibrated,voting,,0.5864964597443102,0.4831205746803877,0.053763440860215055,0.053763440860215055,0.6305066079295154,0.8547008547008547,0.34237995824634654,0.6816380449141347,0.053763440860215055,1.0,-0.10379011766241908
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,rf,base_model,,0.6453461755964374,0.5570147248076317,0.08141592920353982,0.08141592920353982,0.6630375612411541,0.9651474530831099,0.3937007874015748,0.7877947295423023,0.08141592920353982,0.99867197875166,0.0
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,xgboost,base_model,,0.5740933477218507,0.4679486899643984,0.006211180124223602,0.006211180124223602,0.6042460533478498,0.8974042027194067,0.21052631578947367,0.7576530612244898,0.006211180124223602,0.99867197875166,-0.07125282787458664
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,lightgbm,base_model,,0.5811342427150084,0.4767498087058455,0.0030211480362537764,0.0030211480362537764,0.6047904191616766,0.9211195928753181,0.18181818181818182,0.8010403120936281,0.0030211480362537764,0.99867197875166,-0.06421193288142901
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,stacking,stacking,,0.6532202993714883,0.5668573795264453,0.0,0.0,0.7109417528579205,0.9534555712270804,0.566147859922179,0.7478260869565218,0.0,0.99867197875166,0.007874123775050923
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,best_base_posthoc,reference,rf,0.6453461755964374,0.5570147248076317,0.08141592920353982,0.08141592920353982,0.6630375612411541,0.9651474530831099,0.3937007874015748,0.7877947295423023,0.08141592920353982,0.99867197875166,0.0
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,hard_voting,voting,,0.5850289933362994,0.48161824698245925,0.0031007751937984496,0.0031007751937984496,0.6091453456722917,0.9185750636132316,0.21052631578947367,0.7942708333333334,0.0031007751937984496,0.99867197875166,-0.060317182260137936
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,soft_voting_equal,voting,,0.5842815922161787,0.48068399558230834,0.0031007751937984496,0.0031007751937984496,0.6096897114861187,0.9127686472819216,0.21568627450980393,0.7911802853437094,0.0031007751937984496,0.99867197875166,-0.061064583380258664
g0_R2_R6_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R6']",['R3'],3804,1837,3804,soft_voting_calibrated,voting,,0.6008510431983284,0.5013958093099955,0.006546644844517185,0.006546644844517185,0.6243875884594448,0.9220945083014048,0.28865979381443296,0.7882822902796272,0.006546644844517185,0.99867197875166,-0.04449513239810898
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,rf,base_model,,0.8101310379020692,0.7626637973775865,0.6426229508196721,0.6426229508196721,0.8143550998381004,0.9778357235984355,0.7128712871287128,0.6426229508196721,0.7173252279635258,1.0,0.0
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,xgboost,base_model,,0.7490981788622557,0.6863727235778196,0.48582995951417,0.48582995951417,0.7636265515380464,0.9792207792207792,0.48582995951417,0.6235864297253635,0.6568537258509659,1.0,-0.06103285903981348
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,lightgbm,base_model,,0.7523397671121433,0.6904247088901792,0.55859375,0.55859375,0.7647058823529411,0.9909677419354839,0.55859375,0.5605536332179931,0.6515837104072398,1.0,-0.05779127078992585
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,stacking,stacking,,0.7673095162085705,0.7091368952607131,0.5586592178770949,0.5586592178770949,0.7733405288720993,0.9210866752910737,0.6176142697881828,0.7391874180865007,0.5586592178770949,1.0,-0.04282152169349873
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,best_base_posthoc,reference,rf,0.8101310379020692,0.7626637973775865,0.6426229508196721,0.6426229508196721,0.8143550998381004,0.9778357235984355,0.7128712871287128,0.6426229508196721,0.7173252279635258,1.0,0.0
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,hard_voting,voting,,0.764412737395878,0.7055159217448475,0.5609284332688588,0.5609284332688588,0.7749595250944414,0.9857697283311773,0.5609284332688588,0.6105610561056105,0.664804469273743,1.0,-0.04571830050619119
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,soft_voting_equal,voting,,0.7653475860856576,0.706684482607072,0.5658914728682171,0.5658914728682171,0.7754991905018889,0.9883570504527813,0.5658914728682171,0.610738255033557,0.6617511520737327,1.0,-0.044783451816411635
g0_R2_R6_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R6']",['R4'],3804,1853,3804,soft_voting_calibrated,voting,,0.7726064291518793,0.715758036439849,0.5920303605313093,0.5920303605313093,0.7814355099838101,0.9844559585492227,0.5920303605313093,0.6148760330578512,0.6716697936210131,1.0,-0.037524608750189925
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,rf,base_model,,0.6266165540784692,0.5332706925980865,0.175,0.175,0.650330396475771,0.9279778393351801,0.41393034825870645,0.6161745827984596,0.175,1.0,0.0
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,xgboost,base_model,,0.5573122271337709,0.4466402839172136,0.005509641873278237,0.005509641873278237,0.6073788546255506,0.8327316486161251,0.2952586206896552,0.6530612244897959,0.005509641873278237,1.0,-0.06930432694469824
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,lightgbm,base_model,,0.564777993431318,0.4559724917891474,0.0,0.0,0.6073788546255506,0.8603042876901799,0.364551863041289,0.5990338164251208,0.0,1.0,-0.06183856064715121
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,stacking,stacking,,0.5391382986628861,0.42392287332860756,0.0,0.0,0.5677312775330396,0.7244367417677643,0.38188277087033745,0.5893719806763285,0.0,1.0,-0.08747825541558307
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,best_base_posthoc,reference,rf,0.6266165540784692,0.5332706925980865,0.175,0.175,0.650330396475771,0.9279778393351801,0.41393034825870645,0.6161745827984596,0.175,1.0,0.0
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,hard_voting,voting,,0.5753842159355143,0.46923026991939293,0.005509641873278237,0.005509641873278237,0.6205947136563876,0.8903566710700133,0.36105476673427994,0.62,0.005509641873278237,1.0,-0.051232338142954914
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,soft_voting_equal,voting,,0.5647927974486946,0.4559909968108682,0.0,0.0,0.61068281938326,0.8586387434554974,0.3432682425488181,0.6220570012391574,0.0,1.0,-0.06182375662977457
g0_R2_R6_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R6']",['R5'],3804,1816,3804,soft_voting_calibrated,voting,,0.5744925260167045,0.46811565752088075,0.02185792349726776,0.02185792349726776,0.6183920704845814,0.8696774193548387,0.3456032719836401,0.6353240152477764,0.02185792349726776,1.0,-0.05212402806176464
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,rf,base_model,,0.8365780285011718,0.7957225356264648,0.6952789699570815,0.6952789699570815,0.8389362769693929,0.9717948717948718,0.7357512953367875,0.6952789699570815,0.7800650054171181,1.0,-0.027279427626500707
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,xgboost,base_model,,0.8638574561276725,0.8298218201595906,0.7415730337078652,0.7415730337078652,0.865529352734571,0.9756722151088348,0.7801242236024845,0.7415730337078652,0.821917808219178,1.0,0.0
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,lightgbm,base_model,,0.8633932848383881,0.829241606047985,0.7375886524822695,0.7375886524822695,0.8650275965880582,0.9782330345710627,0.7939698492462312,0.7375886524822695,0.8071748878923767,1.0,-0.00046417128928444296
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,stacking,stacking,,0.7372920854705429,0.6716151068381787,0.36,0.36,0.7586552935273457,0.9682337992376112,0.6370370370370371,0.7211895910780669,0.36,1.0,-0.12656537065712958
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,best_base_posthoc,reference,xgboost,0.8638574561276725,0.8298218201595906,0.7415730337078652,0.7415730337078652,0.865529352734571,0.9756722151088348,0.7801242236024845,0.7415730337078652,0.821917808219178,1.0,0.0
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,hard_voting,voting,,0.8603439359840162,0.8254299199800201,0.7341772151898734,0.7341772151898734,0.8620170597089815,0.9769230769230769,0.7788944723618091,0.7341772151898734,0.8117249154453213,1.0,-0.003513520143656357
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,soft_voting_equal,voting,,0.8680224090026375,0.835028011253297,0.7489481065918654,0.7489481065918654,0.8695434019066733,0.9769230769230769,0.7949367088607595,0.7489481065918654,0.819304152637486,1.0,0.004164952874964989
g0_R2_R6_to_R7,fixed_split,ood,fixed,2,R7,"['R2', 'R6']",['R7'],3804,1993,3804,soft_voting_calibrated,voting,,0.863849108737113,0.8298113859213913,0.7457627118644068,0.7457627118644068,0.865529352734571,0.9769230769230769,0.7791878172588832,0.7457627118644068,0.8173719376391982,1.0,-8.347390559548806e-06
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,rf,base_model,,0.6447758029004468,0.5563017589376434,0.07265774378585087,0.07265774378585087,0.6695699510070767,0.963855421686747,0.419672131147541,0.7690217391304348,0.07265774378585087,0.99867197875166,0.0
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,xgboost,base_model,,0.630138495938448,0.5380051252351449,0.11301369863013698,0.11301369863013698,0.6619488296135003,0.8994974874371859,0.41702127659574467,0.722488038277512,0.11301369863013698,0.99867197875166,-0.01463730696199883
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,lightgbm,base_model,,0.6326642017736612,0.5411622575291616,0.07194244604316546,0.07194244604316546,0.6690255851932498,0.8951911220715166,0.4450402144772118,0.7524752475247525,0.07194244604316546,0.99867197875166,-0.012111601126785554
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,stacking,stacking,,0.6543226368260688,0.568235301344671,0.08080808080808081,0.08080808080808081,0.7049537289058248,0.9607577807848444,0.5295404814004376,0.7018348623853211,0.08080808080808081,0.99867197875166,0.009546833925622056
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,best_base_posthoc,reference,rf,0.6447758029004468,0.5563017589376434,0.07265774378585087,0.07265774378585087,0.6695699510070767,0.963855421686747,0.419672131147541,0.7690217391304348,0.07265774378585087,0.99867197875166,0.0
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,hard_voting,voting,,0.6342127551442361,0.5430979492423802,0.06909090909090909,0.06909090909090909,0.6706586826347305,0.9097744360902256,0.4444444444444444,0.7490820073439413,0.06909090909090909,0.99867197875166,-0.010563047756210642
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,soft_voting_equal,voting,,0.6323749647160728,0.540800711207176,0.0683453237410072,0.0683453237410072,0.6679368535655961,0.9075,0.4376657824933687,0.749691738594328,0.0683453237410072,0.99867197875166,-0.012400838184373986
g0_R2_R7_to_R3,fixed_split,ood,fixed,2,R3,"['R2', 'R7']",['R3'],3809,1837,3809,soft_voting_calibrated,voting,,0.6276786386459082,0.5349303036194702,0.05555555555555555,0.05555555555555555,0.6597713663581927,0.9305912596401028,0.41605839416058393,0.737516005121639,0.05555555555555555,0.99867197875166,-0.017097164254538555
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,rf,base_model,,0.8331048567628148,0.7913810709535184,0.7134146341463414,0.7134146341463414,0.8375607123583378,0.9833119383825417,0.7145242070116862,0.7134146341463414,0.7542735042735043,1.0,0.0
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,xgboost,base_model,,0.7737204399468967,0.7171505499336208,0.5097276264591439,0.5097276264591439,0.7862924986508365,0.9766839378238342,0.5097276264591439,0.6956521739130435,0.6865384615384615,1.0,-0.059384416815918106
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,lightgbm,base_model,,0.8031945444886862,0.7539931806108576,0.6287744227353463,0.6287744227353463,0.8089584457636265,0.9661458333333334,0.6287744227353463,0.7066246056782335,0.7144278606965174,1.0,-0.029910312274128548
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,stacking,stacking,,0.7634332779548262,0.7042915974435328,0.5009708737864078,0.5009708737864078,0.7814355099838101,0.9160671462829736,0.6684210526315789,0.7317073170731707,0.5009708737864078,1.0,-0.06967157880798858
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,best_base_posthoc,reference,rf,0.8331048567628148,0.7913810709535184,0.7134146341463414,0.7134146341463414,0.8375607123583378,0.9833119383825417,0.7145242070116862,0.7134146341463414,0.7542735042735043,1.0,0.0
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,hard_voting,voting,,0.8024915711126205,0.7531144638907757,0.6270270270270271,0.6270270270270271,0.8089584457636265,0.9766839378238342,0.6270270270270271,0.6970172684458399,0.7117296222664016,1.0,-0.030613285650194277
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,soft_voting_equal,voting,,0.7978656350591427,0.7473320438239283,0.6123188405797102,0.6123188405797102,0.8041014570966001,0.9700910273081924,0.6123188405797102,0.7034700315457413,0.7034482758620689,1.0,-0.03523922170367211
g0_R2_R7_to_R4,fixed_split,ood,fixed,2,R4,"['R2', 'R7']",['R4'],3809,1853,3809,soft_voting_calibrated,voting,,0.809000371411248,0.7612504642640602,0.6441281138790036,0.6441281138790036,0.8148947652455477,0.9754204398447607,0.6441281138790036,0.7049689440993789,0.7204843592330978,1.0,-0.02410448535156673
g0_R2_R7_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R7']",['R5'],3809,1816,3809,rf,base_model,,0.6193006721153218,0.5241258401441523,0.16548463356973994,0.16548463356973994,0.6409691629955947,0.9220246238030095,0.38578680203045684,0.6232073011734028,0.16548463356973994,1.0,0.0
g0_R2_R7_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R7']",['R5'],3809,1816,3809,xgboost,base_model,,0.548190003656795,0.43523750457099386,0.0,0.0,0.5969162995594713,0.7897664071190211,0.26652452025586354,0.6846590909090909,0.0,1.0,-0.07111066845852676
g0_R2_R7_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R7']",['R5'],3809,1816,3809,lightgbm,base_model,,0.540539147739165,0.4256739346739563,0.0,0.0,0.5925110132158591,0.7683982683982684,0.23804226918798665,0.6962552011095701,0.0,1.0,-0.0787615243761568
g0_R2_R7_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R7']",['R5'],3809,1816,3809,stacking,stacking,,0.6008946897827764,0.5011183622284705,0.12090680100755667,0.12090680100755667,0.6272026431718062,0.8070739549839229,0.41282565130260523,0.6636670416197975,0.12090680100755667,1.0,-0.018405982332545423
g0_R2_R7_to_R5,fixed_split,ood,fixed,2,R5,"['R2', 'R7']",['R5'],3809,1816,3809,best_base_posthoc,reference,rf,0.6193006721153218,0.5241258401441523,0.16548463356973994,0.16548463356973994,0.6409691629955947,0.9220246238030095,0.38578680203045684,0.6232073011734028,0.16548463356973994,1.0,0.0
