,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,116,0,1,3,0
Light_T1,1,72,33,12,0
Light_XM,1,19,87,12,0
Sensor,1,9,6,106,0
Socket,0,0,0,0,118
