feature,importance
rssi_max,3450
rssi_min,2957
len_max,2552
rssi_p90,2160
rssi_p10,1962
interarrival_max,1944
rssi_std,1871
rssi_p50,1659
rssi_mean,1600
burst_count,1486
other_packet_ratio,1450
down_ia_std,1421
down_len_std,1389
retry_ratio,1351
len_p10,1278
interarrival_p50,1268
long_gap_ratio,1252
subwin_packet_cv,1190
interarrival_p95,1081
down_packet_ratio,1047
interarrival_p90,1042
interarrival_p75,1036
len_p25,988
down_ia_mean,937
len_range,876
subtype_8_ratio,862
len_p95,857
len_iqr,856
burst_size_mean,848
len_p90,832
burst_packet_ratio,755
interarrival_p25,753
down_len_mean,744
len_cv,716
interarrival_std,688
interarrival_cv,640
len_std,639
interarrival_iqr,635
interarrival_p10,628
burst_size_std,606
len_p75,592
packet_count,591
interarrival_min,579
subtype_0_ratio,574
unique_sa_count,567
interarrival_mean,533
len_mean,514
down_len_p50,504
len_min,495
len_p50,455
byte_count,435
subwin_packet_std,426
unique_da_count,425
len_up_down_diff,385
burst_size_max,368
up_packet_ratio,365
subwin_byte_std,351
subtype_4_ratio,306
subwin_byte_max,305
null_data_ratio,299
burst_size_min,271
subwin_packet_max,212
active_subwin_count,201
subtype_5_ratio,104
up_ia_std,68
up_ia_mean,44
up_down_ratio,43
up_len_mean,38
data_ratio,23
mgmt_ratio,12
subwin_packet_min,11
subwin_byte_min,7
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
