,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,358,6,1,0,0
Light_T1,1,11,249,102,0
Light_XM,49,24,296,0,0
Sensor,56,171,132,4,1
Socket,5,0,0,0,371
