,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,2,0,1,0
Light_T1,2,123,66,172,0
Light_XM,3,43,239,84,0
Sensor,13,46,44,260,1
Socket,0,0,0,0,376
