,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,357,0,2,6,0
Light_T1,11,158,80,114,0
Light_XM,35,86,227,21,0
Sensor,11,45,28,279,1
Socket,0,0,0,0,376
