,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,1,2,0,0
Light_T1,2,25,263,73,0
Light_XM,17,24,328,0,0
Sensor,27,172,164,0,1
Socket,0,0,0,0,376
