,precision,recall,f1-score,support
Camera,0.8872549019607843,0.9917808219178083,0.9366106080206986,365.0
Light_T1,0.11261261261261261,0.06887052341597796,0.08547008547008547,363.0
Light_XM,0.4332892998678996,0.8888888888888888,0.5825932504440497,369.0
Sensor,0.0,0.0,0.0,364.0
Socket,0.9973474801061007,1.0,0.99867197875166,376.0
accuracy,0.5939031028851388,0.5939031028851388,0.5939031028851388,0.5939031028851388
macro avg,0.4861008589094794,0.589908046844535,0.5206691845372988,1837.0
weighted avg,0.48971846584932693,0.5939031028851388,0.5244235636242104,1837.0
