,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,5,0,3,0
Light_T1,0,277,26,62,0
Light_XM,0,153,191,24,0
Sensor,0,15,6,341,0
Socket,0,0,0,0,368
