,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,333,0,4,25,0
Light_T1,3,214,85,61,0
Light_XM,1,18,301,45,0
Sensor,1,87,18,257,0
Socket,0,0,0,0,363
