,precision,recall,f1-score,support
Camera,0.9831932773109243,1.0,0.9915254237288136,117.0
Light_T1,0.7591240875912408,0.9454545454545454,0.8421052631578947,110.0
Light_XM,0.9117647058823529,0.8454545454545455,0.8773584905660378,110.0
Sensor,0.9204545454545454,0.7431192660550459,0.8223350253807107,109.0
Socket,1.0,1.0,1.0,110.0
accuracy,0.908273381294964,0.908273381294964,0.908273381294964,0.908273381294964
macro avg,0.9149073232478127,0.9068056713928273,0.9066648405666914,556.0
weighted avg,0.9157570614784513,0.908273381294964,0.9078849015330958,556.0
