,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,387,6,4,1,0
Light_T1,18,47,323,8,0
Light_XM,6,26,358,4,0
Sensor,33,71,117,178,0
Socket,0,0,0,0,406
