,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,600,8,145,43,1
Light_T1,1,257,490,42,0
Light_XM,0,141,626,22,0
Sensor,1,144,475,184,0
Socket,0,0,0,0,801
