,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,145,0,92,126,0
Light_T1,1,0,156,208,0
Light_XM,1,5,318,39,0
Sensor,3,7,38,314,0
Socket,0,0,0,0,363
