,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,347,10,0,8,0
Light_T1,3,39,292,29,0
Light_XM,2,336,27,4,0
Sensor,5,183,1,174,1
Socket,0,0,0,0,376
