,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,349,28,0,13,0
Light_T1,0,266,17,82,0
Light_XM,0,322,9,37,0
Sensor,4,30,0,328,0
Socket,0,0,0,0,368
