,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,1,0,109,288,0
Light_T1,0,0,176,220,0
Light_XM,0,0,259,135,0
Sensor,0,0,20,379,0
Socket,0,0,0,0,406
