task,seed,arm,oof_mode,cv_requested,folds_effective,b_folds_effective,aprime_aligned_with_b,n_train_rounds,b_split_basis,stacking_f1,best_base_model,best_base_f1,gain_absolute,base_f1_rf,base_f1_xgboost,base_f1_lightgbm
single_round_R2,45,A,random,5,5,5,,1,time_block,0.9761316218557653,lightgbm,0.9779613055403609,-0.0018296836845955733,0.9741814767829362,0.9742517262079999,0.9779613055403609
single_round_R2,45,A_prime,random,5,5,5,True,1,time_block,0.9761316218557653,lightgbm,0.9779613055403609,-0.0018296836845955733,0.9741814767829362,0.9742517262079999,0.9779613055403609
single_round_R2,45,B,grouped,5,5,5,,1,time_block,0.9761587405162834,lightgbm,0.9779613055403609,-0.001802565024077496,0.9741814767829362,0.9742517262079999,0.9779613055403609
single_round_R2,46,A,random,5,5,5,,1,time_block,0.9797005381616088,xgboost,0.9815633305352931,-0.0018627923736842522,0.9722739852194188,0.9815633305352931,0.9797005381616088
single_round_R2,46,A_prime,random,5,5,5,True,1,time_block,0.9797005381616088,xgboost,0.9815633305352931,-0.0018627923736842522,0.9722739852194188,0.9815633305352931,0.9797005381616088
single_round_R2,46,B,grouped,5,5,5,,1,time_block,0.9778418699031638,xgboost,0.9815633305352931,-0.003721460632129303,0.9722739852194188,0.9815633305352931,0.9797005381616088
single_round_R3,42,A,random,5,5,5,,1,time_block,0.9620267379625806,lightgbm,0.9638413087408312,-0.001814570778250535,0.9601634996130409,0.9637778166773391,0.9638413087408312
single_round_R3,42,A_prime,random,5,5,5,True,1,time_block,0.9620267379625806,lightgbm,0.9638413087408312,-0.001814570778250535,0.9601634996130409,0.9637778166773391,0.9638413087408312
single_round_R3,42,B,grouped,5,5,5,,1,time_block,0.9637778166773391,lightgbm,0.9638413087408312,-6.34920634920988e-05,0.9601634996130409,0.9637778166773391,0.9638413087408312
single_round_R3,43,A,random,5,5,5,,1,time_block,0.9762673987838433,lightgbm,0.974475322698489,0.001792076085354255,0.9671519450394026,0.9707068633992284,0.974475322698489
single_round_R3,43,A_prime,random,5,5,5,True,1,time_block,0.9762673987838433,lightgbm,0.974475322698489,0.001792076085354255,0.9671519450394026,0.9707068633992284,0.974475322698489
single_round_R3,43,B,grouped,5,5,5,,1,time_block,0.9762673987838433,lightgbm,0.974475322698489,0.001792076085354255,0.9671519450394026,0.9707068633992284,0.974475322698489
single_round_R3,44,A,random,5,5,5,,1,time_block,0.9709622965372141,lightgbm,0.9745945896110341,-0.003632293073819959,0.9563983521620656,0.9709877840496602,0.9745945896110341
single_round_R3,44,A_prime,random,5,5,5,True,1,time_block,0.9709622965372141,lightgbm,0.9745945896110341,-0.003632293073819959,0.9563983521620656,0.9709877840496602,0.9745945896110341
single_round_R3,44,B,grouped,5,5,5,,1,time_block,0.9709622965372141,lightgbm,0.9745945896110341,-0.003632293073819959,0.9563983521620656,0.9709877840496602,0.9745945896110341
single_round_R3,45,A,random,5,5,5,,1,time_block,0.9835928845416511,lightgbm,0.9872973709073628,-0.0037044863657117455,0.9710135926794864,0.9799633659114093,0.9872973709073628
single_round_R3,45,A_prime,random,5,5,5,True,1,time_block,0.9835928845416511,lightgbm,0.9872973709073628,-0.0037044863657117455,0.9710135926794864,0.9799633659114093,0.9872973709073628
single_round_R3,45,B,grouped,5,5,5,,1,time_block,0.9817759143177384,lightgbm,0.9872973709073628,-0.0055214565896244405,0.9710135926794864,0.9799633659114093,0.9872973709073628
single_round_R3,46,A,random,5,5,5,,1,time_block,0.9818046480853528,xgboost,0.981749228231911,5.541985344181821e-05,0.9727848246301107,0.981749228231911,0.9781529294935452
single_round_R3,46,A_prime,random,5,5,5,True,1,time_block,0.9818046480853528,xgboost,0.981749228231911,5.541985344181821e-05,0.9727848246301107,0.981749228231911,0.9781529294935452
single_round_R3,46,B,grouped,5,5,5,,1,time_block,0.9818046480853528,xgboost,0.981749228231911,5.541985344181821e-05,0.9727848246301107,0.981749228231911,0.9781529294935452
single_round_R4,42,A,random,5,5,5,,1,time_block,0.943565353943475,xgboost,0.9455011164248625,-0.001935762481387493,0.9434355165688955,0.9455011164248625,0.943603770518801
single_round_R4,42,A_prime,random,5,5,5,True,1,time_block,0.943565353943475,xgboost,0.9455011164248625,-0.001935762481387493,0.9434355165688955,0.9455011164248625,0.943603770518801
single_round_R4,42,B,grouped,5,5,5,,1,time_block,0.9435019752236414,xgboost,0.9455011164248625,-0.001999141201221022,0.9434355165688955,0.9455011164248625,0.943603770518801
single_round_R4,43,A,random,5,5,5,,1,time_block,0.9672977674811059,lightgbm,0.9690991163982019,-0.0018013489170960462,0.9672582873543751,0.9655782831100161,0.9690991163982019
single_round_R4,43,A_prime,random,5,5,5,True,1,time_block,0.9672977674811059,lightgbm,0.9690991163982019,-0.0018013489170960462,0.9672582873543751,0.9655782831100161,0.9690991163982019
single_round_R4,43,B,grouped,5,5,5,,1,time_block,0.9709011070478961,lightgbm,0.9690991163982019,0.0018019906496942184,0.9672582873543751,0.9655782831100161,0.9690991163982019
single_round_R4,44,A,random,5,5,5,,1,time_block,0.9436946575113471,rf,0.9563153609782435,-0.012620703466896477,0.9563153609782435,0.9381946550222701,0.9436723436723436
single_round_R4,44,A_prime,random,5,5,5,True,1,time_block,0.9436946575113471,rf,0.9563153609782435,-0.012620703466896477,0.9563153609782435,0.9381946550222701,0.9436723436723436
single_round_R4,44,B,grouped,5,5,5,,1,time_block,0.9418377818377819,rf,0.9563153609782435,-0.01447757914046166,0.9563153609782435,0.9381946550222701,0.9436723436723436
