task,seed,arm,oof_mode,cv_requested,folds_effective,b_folds_effective,aprime_aligned_with_b,n_train_rounds,b_split_basis,stacking_f1,best_base_model,best_base_f1,gain_absolute,base_f1_rf,base_f1_xgboost,base_f1_lightgbm
single_round_R4,45,A,random,5,5,5,,1,time_block,0.948989872997451,rf,0.9490111677571258,-2.129475967482808e-05,0.9490111677571258,0.9434452324665091,0.9433859454229537
single_round_R4,45,A_prime,random,5,5,5,True,1,time_block,0.948989872997451,rf,0.9490111677571258,-2.129475967482808e-05,0.9490111677571258,0.9434452324665091,0.9433859454229537
single_round_R4,45,B,grouped,5,5,5,,1,time_block,0.9452334588454196,rf,0.9490111677571258,-0.0037777089117061458,0.9490111677571258,0.9434452324665091,0.9433859454229537
single_round_R4,46,A,random,5,5,5,,1,time_block,0.954532261432172,lightgbm,0.9544869953079896,4.5266124182319345e-05,0.9418647746469329,0.9528703569251477,0.9544869953079896
single_round_R4,46,A_prime,random,5,5,5,True,1,time_block,0.954532261432172,lightgbm,0.9544869953079896,4.5266124182319345e-05,0.9418647746469329,0.9528703569251477,0.9544869953079896
single_round_R4,46,B,grouped,5,5,5,,1,time_block,0.9545038372676528,lightgbm,0.9544869953079896,1.6841959663116413e-05,0.9418647746469329,0.9528703569251477,0.9544869953079896
joint_R2_R3_R4,42,A,random,5,5,3,,3,round_group,0.9488916724583788,lightgbm,0.9519085264392663,-0.0030168539808874684,0.9306592310168786,0.9471160499466895,0.9519085264392663
joint_R2_R3_R4,42,A_prime,random,3,3,3,True,3,round_group,0.9483139210583872,lightgbm,0.9519085264392663,-0.003594605380879079,0.9306592310168786,0.9471160499466895,0.9519085264392663
joint_R2_R3_R4,42,B,grouped,5,3,3,,3,round_group,0.8265795809631378,lightgbm,0.9519085264392663,-0.1253289454761285,0.9306592310168786,0.9471160499466895,0.9519085264392663
joint_R2_R3_R4,43,A,random,5,5,3,,3,round_group,0.9453265352307241,lightgbm,0.9465244259701937,-0.0011978907394696314,0.9161582665502774,0.9453655810462388,0.9465244259701937
joint_R2_R3_R4,43,A_prime,random,3,3,3,True,3,round_group,0.9459557728719867,lightgbm,0.9465244259701937,-0.0005686530982069726,0.9161582665502774,0.9453655810462388,0.9465244259701937
joint_R2_R3_R4,43,B,grouped,5,3,3,,3,round_group,0.8522203359108594,lightgbm,0.9465244259701937,-0.09430409005933427,0.9161582665502774,0.9453655810462388,0.9465244259701937
joint_R2_R3_R4,44,A,random,5,5,3,,3,round_group,0.943983919654707,lightgbm,0.9403822276990983,0.0036016919556086657,0.9172385498663405,0.9391604967527869,0.9403822276990983
joint_R2_R3_R4,44,A_prime,random,3,3,3,True,3,round_group,0.9445863745268872,lightgbm,0.9403822276990983,0.004204146827788913,0.9172385498663405,0.9391604967527869,0.9403822276990983
joint_R2_R3_R4,44,B,grouped,5,3,3,,3,round_group,0.8410297541745045,lightgbm,0.9403822276990983,-0.09935247352459375,0.9172385498663405,0.9391604967527869,0.9403822276990983
joint_R2_R3_R4,45,A,random,5,5,3,,3,round_group,0.9531074249233452,lightgbm,0.956121077922613,-0.003013652999267813,0.9220379637333563,0.9537137616786415,0.956121077922613
joint_R2_R3_R4,45,A_prime,random,3,3,3,True,3,round_group,0.956755742830525,lightgbm,0.956121077922613,0.0006346649079119748,0.9220379637333563,0.9537137616786415,0.956121077922613
joint_R2_R3_R4,45,B,grouped,5,3,3,,3,round_group,0.8521918177397361,lightgbm,0.956121077922613,-0.10392926018287696,0.9220379637333563,0.9537137616786415,0.956121077922613
joint_R2_R3_R4,46,A,random,5,5,3,,3,round_group,0.934812152154499,lightgbm,0.9372827847770895,-0.0024706326225905073,0.9140032129289752,0.9335019028443776,0.9372827847770895
joint_R2_R3_R4,46,A_prime,random,3,3,3,True,3,round_group,0.9354313472009386,lightgbm,0.9372827847770895,-0.001851437576150916,0.9140032129289752,0.9335019028443776,0.9372827847770895
joint_R2_R3_R4,46,B,grouped,5,3,3,,3,round_group,0.8419205749983565,lightgbm,0.9372827847770895,-0.095362209778733,0.9140032129289752,0.9335019028443776,0.9372827847770895
