,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,377,6,1,6,0
Light_T1,2,227,59,77,0
Light_XM,0,284,81,3,0
Sensor,2,198,3,159,0
Socket,0,0,0,0,368
