,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,323,44,1,31,0
Light_T1,1,241,115,37,0
Light_XM,1,53,304,37,0
Sensor,1,29,58,317,0
Socket,0,0,0,0,395
