,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,377,12,0,9,0
Light_T1,1,325,34,36,0
Light_XM,0,113,239,42,0
Sensor,2,72,21,304,0
Socket,0,0,0,0,406
