,R2,R3,R4,R5,R6,R7
R2,0.0,0.18904571338687684,0.1355642188465515,0.5324460688020711,0.3927351411305615,0.2637040536329994
R3,0.18904571338687684,0.0,0.11518020758366636,0.6218118190150732,0.4475784185260133,0.3217658464683941
R4,0.1355642188465515,0.11518020758366636,0.0,0.5468319501384313,0.3924086917809857,0.25764977390676597
R5,0.5324460688020711,0.6218118190150732,0.5468319501384313,0.0,0.4068007482936485,0.3860661492634347
R6,0.3927351411305615,0.4475784185260133,0.3924086917809857,0.4068007482936485,0.0,0.17968230952302858
R7,0.2637040536329994,0.3217658464683941,0.25764977390676597,0.3860661492634347,0.17968230952302858,0.0
