feature,importance
rssi_max,2642
rssi_min,1866
rssi_p90,1332
rssi_std,1280
rssi_p10,1155
down_packet_ratio,1144
len_max,1002
burst_count,953
rssi_p50,946
retry_ratio,906
rssi_mean,814
down_ia_std,790
other_packet_ratio,752
interarrival_max,735
down_len_std,666
subwin_packet_cv,553
len_p90,516
interarrival_p95,515
burst_packet_ratio,476
len_p10,438
len_cv,422
interarrival_mean,421
len_p95,419
subtype_8_ratio,384
interarrival_std,380
packet_count,378
down_ia_mean,365
len_std,342
interarrival_p75,341
interarrival_p50,328
interarrival_p25,312
interarrival_p90,310
interarrival_cv,292
len_p25,292
long_gap_ratio,291
len_mean,263
byte_count,260
down_len_mean,235
up_packet_ratio,226
interarrival_p10,225
len_iqr,222
len_range,218
len_min,217
len_p50,213
unique_da_count,212
burst_size_mean,192
interarrival_min,190
len_up_down_diff,186
burst_size_std,179
interarrival_iqr,164
burst_size_max,154
subwin_packet_std,153
len_p75,147
unique_sa_count,138
subwin_byte_max,124
subtype_0_ratio,119
down_len_p50,118
subtype_4_ratio,114
subwin_byte_std,103
burst_size_min,84
active_subwin_count,54
null_data_ratio,46
subwin_packet_max,43
data_ratio,22
mgmt_ratio,12
subwin_byte_min,11
up_len_mean,8
up_down_ratio,7
subtype_5_ratio,6
up_ia_std,6
subwin_packet_min,2
ctrl_ratio,0
subtype_7_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
up_len_std,0
up_len_p50,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_ia_mean,0
subwin_packet_mean,0
subwin_byte_mean,0
