,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,102,11,0,4,0
Light_T1,0,78,15,17,0
Light_XM,0,0,107,3,0
Sensor,0,3,7,99,0
Socket,0,0,0,1,109
