,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,222,0,110,31,0
Light_T1,3,0,263,99,0
Light_XM,0,274,83,6,0
Sensor,2,174,10,176,0
Socket,0,0,0,0,363
