,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,156,86,107,39,2
Light_T1,5,210,58,92,0
Light_XM,1,264,31,72,0
Sensor,4,92,17,249,0
Socket,4,0,0,2,362
