,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,283,0,20,53,6
Light_T1,0,196,60,107,0
Light_XM,1,90,162,112,0
Sensor,1,72,25,265,0
Socket,0,0,0,0,363
